PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CECH_a0,Ceres,Chiron,Conjunction,41,23,64,0.64,0.36
CECH_a103,Ceres,Chiron,BiSeptile,165,122,287,0.57,0.43
CECH_a120,Ceres,Chiron,Trine,103,84,187,0.55,0.45
CECH_a135,Ceres,Chiron,SesquiSquare,116,103,219,0.53,0.47
CECH_a144,Ceres,Chiron,BiQuintile,68,70,138,0.49,0.51
CECH_a150,Ceres,Chiron,Quincunx,61,54,115,0.53,0.47
CECH_a180,Ceres,Chiron,Opposition,69,82,151,0.46,0.54
CECH_a30,Ceres,Chiron,SemiSextile,120,86,206,0.58,0.42
CECH_a36,Ceres,Chiron,SemiQuintile,144,127,271,0.53,0.47
CECH_a45,Ceres,Chiron,SemiSquare,121,106,227,0.53,0.47
CECH_a60,Ceres,Chiron,Sextile,101,83,184,0.55,0.45
CECH_a72,Ceres,Chiron,Quintile,102,72,174,0.59,0.41
CECH_a90,Ceres,Chiron,Square,124,132,256,0.48,0.52
CEJU_a0,Ceres,Jupiter,Conjunction,40,40,80,0.5,0.5
CEJU_a103,Ceres,Jupiter,BiSeptile,132,112,244,0.54,0.46
CEJU_a120,Ceres,Jupiter,Trine,104,68,172,0.6,0.4
CEJU_a135,Ceres,Jupiter,SesquiSquare,119,117,236,0.5,0.5
CEJU_a144,Ceres,Jupiter,BiQuintile,87,103,190,0.46,0.54
CEJU_a150,Ceres,Jupiter,Quincunx,92,87,179,0.51,0.49
CEJU_a180,Ceres,Jupiter,Opposition,57,52,109,0.52,0.48
CEJU_a30,Ceres,Jupiter,SemiSextile,129,81,210,0.61,0.39
CEJU_a36,Ceres,Jupiter,SemiQuintile,166,124,290,0.57,0.43
CEJU_a45,Ceres,Jupiter,SemiSquare,84,85,169,0.5,0.5
CEJU_a60,Ceres,Jupiter,Sextile,91,86,177,0.51,0.49
CEJU_a72,Ceres,Jupiter,Quintile,91,79,170,0.54,0.46
CEJU_a90,Ceres,Jupiter,Square,101,89,190,0.53,0.47
CENE_a0,Ceres,Neptune,Conjunction,54,52,106,0.51,0.49
CENE_a103,Ceres,Neptune,BiSeptile,100,79,179,0.56,0.44
CENE_a120,Ceres,Neptune,Trine,126,108,234,0.54,0.46
CENE_a135,Ceres,Neptune,SesquiSquare,95,94,189,0.5,0.5
CENE_a144,Ceres,Neptune,BiQuintile,90,84,174,0.52,0.48
CENE_a150,Ceres,Neptune,Quincunx,99,93,192,0.52,0.48
CENE_a180,Ceres,Neptune,Opposition,31,27,58,0.53,0.47
CENE_a30,Ceres,Neptune,SemiSextile,109,96,205,0.53,0.47
CENE_a36,Ceres,Neptune,SemiQuintile,101,89,190,0.53,0.47
CENE_a45,Ceres,Neptune,SemiSquare,127,106,233,0.55,0.45
CENE_a60,Ceres,Neptune,Sextile,91,95,186,0.49,0.51
CENE_a72,Ceres,Neptune,Quintile,96,100,196,0.49,0.51
CENE_a90,Ceres,Neptune,Square,99,82,181,0.55,0.45
CENN_a0,Ceres,NNode,Conjunction,87,64,151,0.58,0.42
CENN_a103,Ceres,NNode,BiSeptile,96,85,181,0.53,0.47
CENN_a120,Ceres,NNode,Trine,113,87,200,0.56,0.44
CENN_a135,Ceres,NNode,SesquiSquare,148,121,269,0.55,0.45
CENN_a144,Ceres,NNode,BiQuintile,121,114,235,0.51,0.49
CENN_a150,Ceres,NNode,Quincunx,143,147,290,0.49,0.51
CENN_a180,Ceres,NNode,Opposition,32,34,66,0.48,0.52
CENN_a30,Ceres,NNode,SemiSextile,105,75,180,0.58,0.42
CENN_a36,Ceres,NNode,SemiQuintile,113,103,216,0.52,0.48
CENN_a45,Ceres,NNode,SemiSquare,76,58,134,0.57,0.43
CENN_a60,Ceres,NNode,Sextile,134,131,265,0.51,0.49
CENN_a72,Ceres,NNode,Quintile,84,88,172,0.49,0.51
CENN_a90,Ceres,NNode,Square,118,145,263,0.45,0.55
CEPA_a103,Ceres,Pallas,BiSeptile,34,27,61,0.56,0.44
CEPA_a30,Ceres,Pallas,SemiSextile,509,402,911,0.56,0.44
CEPA_a36,Ceres,Pallas,SemiQuintile,417,352,769,0.54,0.46
CEPA_a45,Ceres,Pallas,SemiSquare,358,356,714,0.5,0.5
CEPA_a60,Ceres,Pallas,Sextile,164,153,317,0.52,0.48
CEPA_a72,Ceres,Pallas,Quintile,89,85,174,0.51,0.49
CEPA_a90,Ceres,Pallas,Square,46,37,83,0.55,0.45
