PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a90,1,76,0,0.01,0,0,0.008,-0.03,0.022,0.052,-0.246,0.341,0.001
CE_PH_a36,1,94,0,0.009,0,0,0.007,-0.03,0.025,0.055,-0.075,1.322,0.001
CE_PL_a60,1,106,0,0.013,0.001,0,0.01,-0.054,0.038,0.092,-0.758,3.011,0.001
CH_PL_a30,1,15,-0.002,0.009,-0.002,0,0.004,-0.031,0.008,0.039,-2.06,4.461,0.002
JN_JU_a103,1,45,0.003,0.01,0.002,0.003,0.008,-0.036,0.021,0.057,-1.124,4.267,0.001
JN_PA_a120,1,192,0.001,0.011,0,0,0.009,-0.031,0.037,0.068,0.276,1.03,0.001
JN_PH_a60,1,88,-0.002,0.014,-0.001,-0.002,0.009,-0.053,0.032,0.086,-0.597,2.229,0.001
JN_PL_a36,1,164,0,0.01,0,0,0.008,-0.032,0.03,0.062,-0.057,0.853,0.001
JN_SA_a180,1,36,0.001,0.008,0,0.001,0.006,-0.017,0.02,0.036,0.13,0.028,0.001
JN_UR_a36,1,55,-0.001,0.008,-0.001,-0.001,0.006,-0.021,0.015,0.036,-0.173,-0.073,0.001
JU_NE_a120,1,121,0,0.007,-0.001,0,0.004,-0.031,0.027,0.058,-0.03,4.909,0.001
JU_PH_a45,1,205,0,0.009,0,0,0.005,-0.031,0.045,0.076,0.475,4.052,0.001
MA_PL_a45,1,92,-0.002,0.01,0,-0.001,0.008,-0.056,0.017,0.073,-1.953,9.805,0.001
ME_CE_a60,1,88,0,0.01,0,0,0.007,-0.039,0.039,0.079,-0.199,4.737,0.001
ME_CH_a30,1,117,0.001,0.011,0,0,0.008,-0.03,0.063,0.093,1.397,7.437,0.001
ME_JU_a72,1,110,-0.001,0.011,0,0,0.007,-0.086,0.017,0.103,-4.35,31.795,0.001
ME_MA_a45,1,178,0.001,0.008,0,0,0.006,-0.031,0.025,0.056,-0.022,1.385,0.001
ME_PL_a0,1,64,0,0.01,0,0.001,0.008,-0.031,0.022,0.053,-0.395,0.732,0.001
MO_UR_a45,1,308,0,0.01,0,0,0.007,-0.031,0.048,0.079,0.261,2.264,0.001
NN_SN_a180,1,4151,0,0.01,0,0.001,0.007,-0.086,0.063,0.149,-0.35,4.933,0
PA_NE_a135,1,83,-0.001,0.007,0,-0.001,0.006,-0.019,0.014,0.033,-0.57,0.432,0.001
PA_PH_a60,1,147,0.001,0.007,0.001,0.001,0.005,-0.021,0.019,0.04,-0.223,0.776,0.001
PA_SA_a60,1,79,0.001,0.008,0.001,0.001,0.006,-0.02,0.029,0.048,0.462,1.536,0.001
SA_PH_a120,1,81,0.002,0.01,0,0.002,0.008,-0.031,0.028,0.059,-0.096,0.864,0.001
SA_PL_a144,1,59,0.001,0.01,0,0.001,0.006,-0.031,0.028,0.059,0.077,1.924,0.001
SA_UR_a144,1,230,0,0.009,0,0,0.007,-0.054,0.038,0.092,-0.912,6.117,0.001
SN_NE_a103,1,57,0.002,0.009,0.003,0.002,0.007,-0.031,0.025,0.056,-0.593,2.294,0.001
SU_NE_a72,1,94,-0.002,0.01,-0.001,-0.001,0.009,-0.047,0.017,0.064,-1.155,2.903,0.001
SU_NN_a150,1,98,0.001,0.01,0.001,0.001,0.007,-0.031,0.045,0.076,0.202,3.963,0.001
SU_SN_a30,1,98,0.001,0.01,0.001,0.001,0.007,-0.031,0.045,0.076,0.202,3.963,0.001
SU_UR_a90,1,100,0.001,0.009,0.001,0,0.006,-0.026,0.045,0.071,1.068,4.736,0.001
UR_PL_a72,1,160,0.001,0.009,0.001,0.001,0.008,-0.031,0.025,0.056,-0.487,1.299,0.001
VE_NE_a103,1,109,0,0.01,0.001,0.001,0.006,-0.048,0.024,0.072,-1.643,5.545,0.001
VE_NN_a180,1,46,0.001,0.007,0.001,0.001,0.005,-0.017,0.013,0.031,-0.631,0.793,0.001
VE_PA_a36,1,115,0.002,0.008,0.001,0.002,0.007,-0.03,0.028,0.058,-0.006,1.987,0.001
VE_SN_a0,1,46,0.001,0.007,0.001,0.001,0.005,-0.017,0.013,0.031,-0.631,0.793,0.001
VE_SU_a30,1,309,0.001,0.011,0,0.001,0.007,-0.035,0.045,0.08,0.158,2.724,0.001
VE_VS_a135,1,77,0.001,0.01,0,0.001,0.008,-0.039,0.039,0.079,0.008,4.38,0.001
VS_CE_a144,1,105,0,0.008,0.001,0,0.007,-0.032,0.017,0.049,-0.684,1.656,0.001
VS_NN_a45,1,95,0,0.009,0.001,0,0.008,-0.026,0.019,0.045,-0.281,-0.025,0.001
VS_SN_a135,1,95,0,0.009,0.001,0,0.008,-0.026,0.019,0.045,-0.281,-0.025,0.001
MO_PH_a144,1,298,0,0.01,0.001,0,0.008,-0.032,0.048,0.08,0.019,2.609,0.001
