PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_,Ceres,,1,0,1,1,0
CE_VM01,Ceres,Aswini,31,27,58,0.53,0.47
CE_VM02,Ceres,Bharani,74,64,138,0.54,0.46
CE_VM03,Ceres,Krittica,52,40,92,0.57,0.43
CE_VM04,Ceres,Rohini,40,30,70,0.57,0.43
CE_VM05,Ceres,Mrigashira,76,86,162,0.47,0.53
CE_VM06,Ceres,Ardra,60,45,105,0.57,0.43
CE_VM07,Ceres,Punavasu,37,31,68,0.54,0.46
CE_VM08,Ceres,Pushya,56,71,127,0.44,0.56
CE_VM09,Ceres,Ashlesha,73,67,140,0.52,0.48
CE_VM10,Ceres,Magha,69,61,130,0.53,0.47
CE_VM11,Ceres,PurvaPhalguni,66,61,127,0.52,0.48
CE_VM12,Ceres,UttaraPhalguni,30,34,64,0.47,0.53
CE_VM13,Ceres,Hasta,29,33,62,0.47,0.53
CE_VM14,Ceres,Chitra,93,80,173,0.54,0.46
CE_VM15,Ceres,Swati,57,34,91,0.63,0.37
CE_VM16,Ceres,Vishakha,31,32,63,0.49,0.51
CE_VM17,Ceres,Anuradha,79,75,154,0.51,0.49
CE_VM18,Ceres,Jyeshtha,94,70,164,0.57,0.43
CE_VM19,Ceres,Mula,108,65,173,0.62,0.38
CE_VM20,Ceres,PurvaAshada,30,41,71,0.42,0.58
CE_VM21,Ceres,UttaraAshada,62,82,144,0.43,0.57
CE_VM22,Ceres,Shravana,50,54,104,0.48,0.52
CE_VM23,Ceres,Danishtha,48,40,88,0.55,0.45
CE_VM24,Ceres,Shatabhisha,93,74,167,0.56,0.44
CE_VM25,Ceres,PurvaBhadrapada,59,80,139,0.42,0.58
CE_VM26,Ceres,UttaraBhadrapada,42,33,75,0.56,0.44
CE_VM27,Ceres,Revati,20,25,45,0.44,0.56
CH_VM22,Chiron,Shravana,88,85,173,0.51,0.49
CH_VM23,Chiron,Danishtha,328,302,630,0.52,0.48
