
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07  0.37   Ceres     Direct 2391 2345  4736     0.50      0.50
 2: 2021-02-07  0.04  Chiron     Direct 1830 1772  3602     0.51      0.49
 3: 2021-02-07  0.25    Juno     Direct 2419 2327  4746     0.51      0.49
 4: 2021-02-07  0.24 Jupiter     Direct 2082 2064  4146     0.50      0.50
 5: 2021-02-07  0.55    Mars     Direct 2792 2715  5507     0.51      0.49
 6: 2021-02-07 -1.12 Mercury Retrograde  615  589  1204     0.51      0.49
 7: 2021-02-07 13.94    Moon     Direct 3179 3087  6266     0.51      0.49
 8: 2021-02-07  0.03 Neptune     Direct 1684 1577  3261     0.52      0.48
 9: 2021-02-07  1.00   NNode     Direct 3179 3087  6266     0.51      0.49
10: 2021-02-07  0.34  Pallas     Direct 2368 2291  4659     0.51      0.49
11: 2021-02-07  0.03  Pholus     Direct 1712 1662  3374     0.51      0.49
12: 2021-02-07  0.03   Pluto     Direct 1674 1578  3252     0.51      0.49
13: 2021-02-07  0.12  Saturn     Direct 1874 1849  3723     0.50      0.50
14: 2021-02-07  1.00   SNode     Direct 3179 3087  6266     0.51      0.49
15: 2021-02-07  1.01     Sun     Direct 3179 3087  6266     0.51      0.49
16: 2021-02-07  0.02  Uranus     Direct 1809 1665  3474     0.52      0.48
17: 2021-02-07  1.25   Venus     Direct 2910 2783  5693     0.51      0.49
18: 2021-02-07 -0.15   Vesta Retrograde  580  526  1106     0.52      0.48

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-07   Ceres      Pisces  361  379   740     0.49      0.51
 2:  CH 2021-02-07  Chiron       Aries  308  299   607     0.51      0.49
 3:  JN 2021-02-07    Juno Sagittarius  359  344   703     0.51      0.49
 4:  JU 2021-02-07 Jupiter    Aquarius  298  268   566     0.53      0.47
 5:  MA 2021-02-07    Mars      Taurus  262  238   500     0.52      0.48
 6:  ME 2021-02-07 Mercury    Aquarius  272  251   523     0.52      0.48
 7:  MO 2021-02-07    Moon Sagittarius  268  257   525     0.51      0.49
 8:  NE 2021-02-07 Neptune      Pisces 1225 1187  2412     0.51      0.49
 9:  NN 2021-02-07   NNode      Gemini  279  300   579     0.48      0.52
10:  PA 2021-02-07  Pallas    Aquarius  412  451   863     0.48      0.52
11:  PH 2021-02-07  Pholus   Capricorn  305  300   605     0.50      0.50
12:  PL 2021-02-07   Pluto   Capricorn 1635 1618  3253     0.50      0.50
13:  SA 2021-02-07  Saturn    Aquarius   56   52   108     0.52      0.48
14:  SN 2021-02-07   SNode Sagittarius  279  300   579     0.48      0.52
15:  SU 2021-02-07     Sun    Aquarius  282  237   519     0.54      0.46
16:  UR 2021-02-07  Uranus      Taurus  300  305   605     0.50      0.50
17:  VE 2021-02-07   Venus    Aquarius  243  223   466     0.52      0.48
18:  VS 2021-02-07   Vesta       Virgo  218  235   453     0.48      0.52

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07    0.77   0.04   1.65         0       4         1        5    Moon     Sun      Sextile  232  211   443     0.52      0.48
 2: 2021-02-07    1.02   0.19   1.93         0       6         3        7    Moon Neptune       Square  245  216   461     0.53      0.47
 3: 2021-02-07    1.03   0.26   1.99         0       6         3        7    Moon   Pluto SemiQuintile  247  211   458     0.54      0.46
 4: 2021-02-07    0.99   0.14   1.84         1       7         4        7    Moon  Pallas      Sextile  240  228   468     0.51      0.49
 5: 2021-02-07    1.04   0.24   1.99         1       7         4        7    Moon   Vesta       Square  234  205   439     0.53      0.47
 6: 2021-02-07    0.44   0.02   1.00         0      23         4       24   Venus  Uranus       Square   70   57   127     0.55      0.45
 7: 2021-02-07    1.01   0.19   1.91         2       8         5        7    Moon  Saturn   SemiSquare  235  230   465     0.51      0.49
 8: 2021-02-07    0.94   0.17   1.72         4       9         6        6    Moon Mercury      Sextile  226  211   437     0.52      0.48
 9: 2021-02-07    0.96   0.03   1.70         4      10         7        7    Moon    Mars   BiQuintile  220  233   453     0.49      0.51
10: 2021-02-07    1.00   0.01   1.75         4      10         7        7    Moon  Uranus SesquiSquare  234  231   465     0.50      0.50
11: 2021-02-07    1.06   0.17   1.94         4      11         7        8    Moon   Venus   SemiSquare  219  204   423     0.52      0.48
12: 2021-02-07    1.00   0.04   1.77         6      12         9        7    Moon  Chiron    BiSeptile  243  220   463     0.52      0.48
13: 2021-02-07    0.17   0.00   0.38         0      23         9       24     Sun   Ceres SemiQuintile  100   89   189     0.53      0.47
14: 2021-02-07    0.97   0.03   1.72         9      15        12        7    Moon   Ceres       Square  222  226   448     0.50      0.50
15: 2021-02-07    0.99   0.03   1.77        10      16        13        7    Moon   Pluto  SemiSextile  242  228   470     0.51      0.49
16: 2021-02-07    0.31   0.01   0.69         0      23        14       24 Mercury  Chiron   SemiSquare   76   86   162     0.47      0.53
17: 2021-02-07    0.98   0.02   1.72        12      18        15        7    Moon Jupiter   SemiSquare  249  220   469     0.53      0.47
18: 2021-02-07    0.86   0.01   1.72        18      23        21        6    Moon  Saturn SemiQuintile  234  231   465     0.50      0.50
19: 2021-02-07    0.81   0.10   1.52         0      23        23       24 Mercury  Pallas  Conjunction   71   55   126     0.56      0.44
20: 2021-02-07    0.91   0.09   1.75        20      23        23        4    Moon    Mars SesquiSquare  217  243   460     0.47      0.53
21: 2021-02-07    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 3179 3087  6266     0.51      0.49
22: 2021-02-07    0.14   0.10   0.18         0      23        23       24  Saturn  Chiron      Sextile   11    3    14     0.79      0.21
23: 2021-02-07    0.58   0.42   0.74         0      23        NA       24   Ceres   Pluto      Sextile   75   58   133     0.56      0.44
24: 2021-02-07    1.00   0.99   1.01         0      23        NA       24  Chiron  Pholus       Square  271  267   538     0.50      0.50
25: 2021-02-07    0.79   0.78   0.80         0      23        NA       24  Chiron  Uranus  SemiSextile 1362 1334  2696     0.51      0.49
26: 2021-02-07    0.41   0.31   0.51         0      23        NA       24 Jupiter  Pholus SemiQuintile   52   60   112     0.46      0.54
27: 2021-02-07    1.11   0.96   1.26         0      23        NA       24    Mars    Juno     Quincunx   62   56   118     0.53      0.47
