PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,63,59,122,0.52,0.48
CE_AM02,Ceres,Butain,75,81,156,0.48,0.52
CE_AM03,Ceres,Turaija,93,94,187,0.5,0.5
CE_AM04,Ceres,Dabaran,93,87,180,0.52,0.48
CE_AM05,Ceres,Haq'a,72,42,114,0.63,0.37
CE_AM06,Ceres,Han'a,29,41,70,0.41,0.59
CE_AM07,Ceres,Dira,83,80,163,0.51,0.49
CE_AM08,Ceres,Natra,79,64,143,0.55,0.45
CE_AM09,Ceres,Tarf(a),79,67,146,0.54,0.46
CE_AM10,Ceres,Gabha,61,71,132,0.46,0.54
CE_AM11,Ceres,Zubra,91,88,179,0.51,0.49
CE_AM12,Ceres,Sarfa,68,70,138,0.49,0.51
CE_AM13,Ceres,Auwa,88,87,175,0.5,0.5
CE_AM14,Ceres,Simak,46,38,84,0.55,0.45
CE_AM15,Ceres,Gafr,47,39,86,0.55,0.45
CE_AM16,Ceres,Zubana,83,81,164,0.51,0.49
CE_AM17,Ceres,Iklik,79,77,156,0.51,0.49
CE_AM18,Ceres,Qualb,87,103,190,0.46,0.54
CE_AM19,Ceres,Saula,84,118,202,0.42,0.58
CE_AM20,Ceres,Na'a'im,80,90,170,0.47,0.53
CE_AM21,Ceres,Balda,103,89,192,0.54,0.46
CE_AM22,Ceres,Dabih,65,91,156,0.42,0.58
CE_AM23,Ceres,Bula,53,64,117,0.45,0.55
CE_AM24,Ceres,Su'ud,106,106,212,0.5,0.5
CE_AM25,Ceres,Ahbija,115,98,213,0.54,0.46
CE_AM26,Ceres,Muqaddam,121,117,238,0.51,0.49
CE_AM27,Ceres,Mu'ahhar,120,93,213,0.56,0.44
CE_AM28,Ceres,Risa,110,100,210,0.52,0.48
CH_AM01,Chiron,Saratan,343,340,683,0.5,0.5
CH_AM23,Chiron,Bula,131,112,243,0.54,0.46
CH_AM24,Chiron,Su'ud,234,266,500,0.47,0.53
CH_AM25,Chiron,Ahbija,337,282,619,0.54,0.46
CH_AM26,Chiron,Muqaddam,348,330,678,0.51,0.49
CH_AM27,Chiron,Mu'ahhar,419,428,847,0.49,0.51
CH_AM28,Chiron,Risa,461,477,938,0.49,0.51
