PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",269,217,486,0.55,0.45
"CE_(3,4]",Ceres,"(3,4]",264,228,492,0.54,0.46
"CE_(4,8]",Ceres,"(4,8]",263,179,442,0.6,0.4
"CE_[0,2]",Ceres,"[0,2]",492,418,910,0.54,0.46
"CH_(1,2]",Chiron,"(1,2]",438,395,833,0.53,0.47
"CH_(2,3]",Chiron,"(2,3]",151,115,266,0.57,0.43
CH_1,Chiron,1,571,432,1003,0.57,0.43
"CH_[0,1)",Chiron,"[0,1)",128,100,228,0.56,0.44
"JN_(2,3]",Juno,"(2,3]",290,223,513,0.57,0.43
"JN_(3,4]",Juno,"(3,4]",242,193,435,0.56,0.44
"JN_(4,9]",Juno,"(4,9]",224,198,422,0.53,0.47
"JN_[0,2]",Juno,"[0,2]",532,428,960,0.55,0.45
"JU_(1,2]",Jupiter,"(1,2]",355,336,691,0.51,0.49
"JU_(2,3]",Jupiter,"(2,3]",256,180,436,0.59,0.41
"JU_(3,7]",Jupiter,"(3,7]",237,175,412,0.58,0.42
"JU_[0,1]",Jupiter,"[0,1]",440,351,791,0.56,0.44
"MA_(2,3]",Mars,"(2,3]",284,226,510,0.56,0.44
"MA_(3,5]",Mars,"(3,5]",497,393,890,0.56,0.44
"MA_(5,11]",Mars,"(5,11]",198,146,344,0.58,0.42
"MA_[0,2]",Mars,"[0,2]",309,277,586,0.53,0.47
"ME_(3,4]",Mercury,"(3,4]",273,233,506,0.54,0.46
"ME_(4,6]",Mercury,"(4,6]",400,350,750,0.53,0.47
"ME_(6,13]",Mercury,"(6,13]",148,120,268,0.55,0.45
"ME_[0,3]",Mercury,"[0,3]",467,339,806,0.58,0.42
"MO_(13,15]",Moon,"(13,15]",382,306,688,0.56,0.44
"MO_(15,17]",Moon,"(15,17]",318,260,578,0.55,0.45
"MO_(17,27]",Moon,"(17,27]",199,178,377,0.53,0.47
"MO_[5,13]",Moon,"[5,13]",389,298,687,0.57,0.43
NE_0,Neptune,0,1288,1042,2330,0.55,0.45
"NN_(2,3]",NNode,"(2,3]",356,213,569,0.63,0.37
"NN_(3,6]",NNode,"(3,6]",300,278,578,0.52,0.48
NN_2,NNode,2,436,357,793,0.55,0.45
"NN_[1,2)",NNode,"[1,2)",196,194,390,0.5,0.5
"PA_(1,2]",Pallas,"(1,2]",307,283,590,0.52,0.48
"PA_(2,3]",Pallas,"(2,3]",279,240,519,0.54,0.46
"PA_(3,8]",Pallas,"(3,8]",211,195,406,0.52,0.48
"PA_[0,1]",Pallas,"[0,1]",491,324,815,0.6,0.4
"PH_(0,1]",Pholus,"(0,1]",495,406,901,0.55,0.45
PH_0,Pholus,0,793,636,1429,0.55,0.45
"SA_(1,2]",Saturn,"(1,2]",331,199,530,0.62,0.38
"SA_(2,4]",Saturn,"(2,4]",141,148,289,0.49,0.51
SA_1,Saturn,1,404,306,710,0.57,0.43
"SA_[0,1)",Saturn,"[0,1)",412,389,801,0.51,0.49
"SN_(2,5]",SNode,"(2,5]",325,266,591,0.55,0.45
SN_2,SNode,2,362,271,633,0.57,0.43
"SN_[0,1]",SNode,"[0,1]",601,505,1106,0.54,0.46
"SU_(3,4]",Sun,"(3,4]",294,225,519,0.57,0.43
"SU_(4,5]",Sun,"(4,5]",199,201,400,0.5,0.5
"SU_(5,11]",Sun,"(5,11]",275,183,458,0.6,0.4
"SU_[0,3]",Sun,"[0,3]",520,433,953,0.55,0.45
"UR_(1,3]",Uranus,"(1,3]",442,409,851,0.52,0.48
UR_0,Uranus,0,547,388,935,0.59,0.41
UR_1,Uranus,1,299,245,544,0.55,0.45
"VE_(3,4]",Venus,"(3,4]",281,224,505,0.56,0.44
"VE_(4,6]",Venus,"(4,6]",425,332,757,0.56,0.44
"VE_(6,12]",Venus,"(6,12]",179,133,312,0.57,0.43
"VE_[0,3]",Venus,"[0,3]",403,353,756,0.53,0.47
"VS_(2,3]",Vesta,"(2,3]",276,205,481,0.57,0.43
"VS_(3,4]",Vesta,"(3,4]",274,220,494,0.55,0.45
"VS_(4,10]",Vesta,"(4,10]",357,284,641,0.56,0.44
"VS_[0,2]",Vesta,"[0,2]",381,333,714,0.53,0.47
