PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,38,30,68,0.56,0.44
CE_AM02,Ceres,Butain,93,58,151,0.62,0.38
CE_AM03,Ceres,Turaija,120,83,203,0.59,0.41
CE_AM04,Ceres,Dabaran,33,37,70,0.47,0.53
CE_AM05,Ceres,Haq'a,96,69,165,0.58,0.42
CE_AM06,Ceres,Han'a,100,80,180,0.56,0.44
CE_AM07,Ceres,Dira,25,38,63,0.4,0.6
CE_AM08,Ceres,Natra,27,34,61,0.44,0.56
CE_AM09,Ceres,Tarf(a),34,28,62,0.55,0.45
CE_AM10,Ceres,Gabha,76,59,135,0.56,0.44
CE_AM11,Ceres,Zubra,93,96,189,0.49,0.51
CE_AM12,Ceres,Sarfa,32,31,63,0.51,0.49
CE_AM13,Ceres,Auwa,27,36,63,0.43,0.57
CE_AM14,Ceres,Simak,32,35,67,0.48,0.52
CE_AM15,Ceres,Gafr,39,27,66,0.59,0.41
CE_AM16,Ceres,Zubana,13,16,29,0.45,0.55
CE_AM17,Ceres,Iklik,6,23,29,0.21,0.79
CE_AM18,Ceres,Qualb,20,29,49,0.41,0.59
CE_AM19,Ceres,Saula,77,64,141,0.55,0.45
CE_AM20,Ceres,Na'a'im,110,93,203,0.54,0.46
CE_AM21,Ceres,Balda,23,45,68,0.34,0.66
CE_AM22,Ceres,Dabih,26,40,66,0.39,0.61
CE_AM23,Ceres,Bula,54,44,98,0.55,0.45
CE_AM24,Ceres,Su'ud,126,104,230,0.55,0.45
CE_AM25,Ceres,Ahbija,56,45,101,0.55,0.45
CE_AM26,Ceres,Muqaddam,102,65,167,0.61,0.39
CE_AM27,Ceres,Mu'ahhar,119,75,194,0.61,0.39
CE_AM28,Ceres,Risa,44,25,69,0.64,0.36
CH_AM01,Chiron,Saratan,732,629,1361,0.54,0.46
CH_AM02,Chiron,Butain,105,132,237,0.44,0.56
CH_AM27,Chiron,Mu'ahhar,100,108,208,0.48,0.52
CH_AM28,Chiron,Risa,704,540,1244,0.57,0.43
JN_AM01,Juno,Saratan,17,22,39,0.44,0.56
JN_AM02,Juno,Butain,14,13,27,0.52,0.48
JN_AM03,Juno,Turaija,18,11,29,0.62,0.38
JN_AM04,Juno,Dabaran,29,36,65,0.45,0.55
JN_AM05,Juno,Haq'a,66,86,152,0.43,0.57
JN_AM06,Juno,Han'a,17,13,30,0.57,0.43
JN_AM07,Juno,Dira,19,8,27,0.7,0.3
JN_AM08,Juno,Natra,20,6,26,0.77,0.23
JN_AM09,Juno,Tarf(a),16,20,36,0.44,0.56
JN_AM10,Juno,Gabha,75,63,138,0.54,0.46
JN_AM11,Juno,Zubra,77,90,167,0.46,0.54
JN_AM12,Juno,Sarfa,38,26,64,0.59,0.41
JN_AM13,Juno,Auwa,23,41,64,0.36,0.64
JN_AM14,Juno,Simak,29,37,66,0.44,0.56
JN_AM15,Juno,Gafr,100,80,180,0.56,0.44
JN_AM16,Juno,Zubana,107,90,197,0.54,0.46
JN_AM17,Juno,Iklik,127,86,213,0.6,0.4
JN_AM18,Juno,Qualb,115,69,184,0.62,0.38
JN_AM19,Juno,Saula,53,25,78,0.68,0.32
JN_AM20,Juno,Na'a'im,114,92,206,0.55,0.45
JN_AM21,Juno,Balda,108,80,188,0.57,0.43
JN_AM22,Juno,Dabih,111,100,211,0.53,0.47
JN_AM23,Juno,Bula,108,55,163,0.66,0.34
JN_AM24,Juno,Su'ud,37,27,64,0.58,0.42
JN_AM25,Juno,Ahbija,30,32,62,0.48,0.52
JN_AM26,Juno,Muqaddam,32,32,64,0.5,0.5
JN_AM27,Juno,Mu'ahhar,64,114,178,0.36,0.64
JN_AM28,Juno,Risa,77,55,132,0.58,0.42
JU_AM01,Jupiter,Saratan,104,103,207,0.5,0.5
JU_AM11,Jupiter,Zubra,117,112,229,0.51,0.49
JU_AM12,Jupiter,Sarfa,50,67,117,0.43,0.57
JU_AM13,Jupiter,Auwa,110,60,170,0.65,0.35
JU_AM14,Jupiter,Simak,117,88,205,0.57,0.43
JU_AM15,Jupiter,Gafr,36,25,61,0.59,0.41
JU_AM16,Jupiter,Zubana,200,115,315,0.63,0.37
JU_AM17,Jupiter,Iklik,37,23,60,0.62,0.38
JU_AM18,Jupiter,Qualb,125,118,243,0.51,0.49
JU_AM19,Jupiter,Saula,55,75,130,0.42,0.58
JU_AM20,Jupiter,Na'a'im,67,80,147,0.46,0.54
