PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_JU_a0,Ceres,Jupiter,Conjunction,57,41,98,0.58,0.42
CE_JU_a103,Ceres,Jupiter,BiSeptile,118,111,229,0.52,0.48
CE_JU_a120,Ceres,Jupiter,Trine,111,120,231,0.48,0.52
CE_JU_a135,Ceres,Jupiter,SesquiSquare,144,101,245,0.59,0.41
CE_JU_a144,Ceres,Jupiter,BiQuintile,106,93,199,0.53,0.47
CE_JU_a150,Ceres,Jupiter,Quincunx,94,90,184,0.51,0.49
CE_JU_a180,Ceres,Jupiter,Opposition,63,59,122,0.52,0.48
CE_JU_a30,Ceres,Jupiter,SemiSextile,98,104,202,0.49,0.51
CE_JU_a36,Ceres,Jupiter,SemiQuintile,164,137,301,0.54,0.46
CE_JU_a45,Ceres,Jupiter,SemiSquare,150,136,286,0.52,0.48
CE_JU_a60,Ceres,Jupiter,Sextile,118,107,225,0.52,0.48
CE_JU_a72,Ceres,Jupiter,Quintile,114,98,212,0.54,0.46
CE_JU_a90,Ceres,Jupiter,Square,123,127,250,0.49,0.51
CE_MA_a0,Ceres,Mars,Conjunction,71,60,131,0.54,0.46
CE_MA_a103,Ceres,Mars,BiSeptile,120,116,236,0.51,0.49
CE_MA_a120,Ceres,Mars,Trine,129,122,251,0.51,0.49
CE_MA_a135,Ceres,Mars,SesquiSquare,139,119,258,0.54,0.46
CE_MA_a144,Ceres,Mars,BiQuintile,120,126,246,0.49,0.51
CE_MA_a150,Ceres,Mars,Quincunx,109,113,222,0.49,0.51
CE_MA_a180,Ceres,Mars,Opposition,34,31,65,0.52,0.48
CE_MA_a30,Ceres,Mars,SemiSextile,130,130,260,0.5,0.5
CE_MA_a36,Ceres,Mars,SemiQuintile,157,147,304,0.52,0.48
CE_MA_a45,Ceres,Mars,SemiSquare,141,131,272,0.52,0.48
CE_MA_a60,Ceres,Mars,Sextile,115,96,211,0.55,0.45
CE_MA_a72,Ceres,Mars,Quintile,129,122,251,0.51,0.49
CE_MA_a90,Ceres,Mars,Square,113,104,217,0.52,0.48
CE_ME_a0,Ceres,Mercury,Conjunction,81,74,155,0.52,0.48
CE_ME_a103,Ceres,Mercury,BiSeptile,123,121,244,0.5,0.5
CE_ME_a120,Ceres,Mercury,Trine,129,120,249,0.52,0.48
CE_ME_a135,Ceres,Mercury,SesquiSquare,97,93,190,0.51,0.49
CE_ME_a144,Ceres,Mercury,BiQuintile,124,100,224,0.55,0.45
CE_ME_a150,Ceres,Mercury,Quincunx,118,110,228,0.52,0.48
CE_ME_a180,Ceres,Mercury,Opposition,41,36,77,0.53,0.47
CE_ME_a30,Ceres,Mercury,SemiSextile,113,104,217,0.52,0.48
CE_ME_a36,Ceres,Mercury,SemiQuintile,157,124,281,0.56,0.44
CE_ME_a45,Ceres,Mercury,SemiSquare,131,138,269,0.49,0.51
CE_ME_a60,Ceres,Mercury,Sextile,118,115,233,0.51,0.49
CE_ME_a72,Ceres,Mercury,Quintile,130,129,259,0.5,0.5
CE_ME_a90,Ceres,Mercury,Square,154,95,249,0.62,0.38
CE_MO_a0,Ceres,Moon,Conjunction,52,47,99,0.53,0.47
CE_MO_a103,Ceres,Moon,BiSeptile,105,117,222,0.47,0.53
CE_MO_a120,Ceres,Moon,Trine,123,94,217,0.57,0.43
CE_MO_a135,Ceres,Moon,SesquiSquare,98,89,187,0.52,0.48
