PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",623,526,1149,0.54,0.46
"CE_(5,7]",Ceres,"(5,7]",969,951,1920,0.5,0.5
"CE_(7,13]",Ceres,"(7,13]",457,458,915,0.5,0.5
"CE_[0,4]",Ceres,"[0,4]",1072,924,1996,0.54,0.46
"CH_(4,5]",Chiron,"(4,5]",584,556,1140,0.51,0.49
"CH_(5,7]",Chiron,"(5,7]",1104,995,2099,0.53,0.47
"CH_(7,13]",Chiron,"(7,13]",510,458,968,0.53,0.47
"CH_[0,4]",Chiron,"[0,4]",923,850,1773,0.52,0.48
"JN_(4,5]",Juno,"(4,5]",602,547,1149,0.52,0.48
"JN_(5,7]",Juno,"(5,7]",1037,907,1944,0.53,0.47
"JN_(7,14]",Juno,"(7,14]",402,381,783,0.51,0.49
"JN_[0,4]",Juno,"[0,4]",1080,1024,2104,0.51,0.49
"JU_(4,5]",Jupiter,"(4,5]",600,533,1133,0.53,0.47
"JU_(5,7]",Jupiter,"(5,7]",1018,938,1956,0.52,0.48
"JU_(7,12]",Jupiter,"(7,12]",428,405,833,0.51,0.49
"JU_[0,4]",Jupiter,"[0,4]",1075,983,2058,0.52,0.48
"MA_(4,5]",Mars,"(4,5]",611,547,1158,0.53,0.47
"MA_(5,7]",Mars,"(5,7]",946,849,1795,0.53,0.47
"MA_(7,13]",Mars,"(7,13]",401,393,794,0.51,0.49
"MA_[0,4]",Mars,"[0,4]",1163,1070,2233,0.52,0.48
"ME_(4,5]",Mercury,"(4,5]",636,544,1180,0.54,0.46
"ME_(5,7]",Mercury,"(5,7]",900,944,1844,0.49,0.51
"ME_(7,14]",Mercury,"(7,14]",387,338,725,0.53,0.47
"ME_[0,4]",Mercury,"[0,4]",1198,1033,2231,0.54,0.46
"MO_(13,15]",Moon,"(13,15]",902,810,1712,0.53,0.47
"MO_(15,17]",Moon,"(15,17]",738,730,1468,0.5,0.5
"MO_(17,27]",Moon,"(17,27]",528,483,1011,0.52,0.48
"MO_[5,13]",Moon,"[5,13]",953,836,1789,0.53,0.47
"NE_(4,5]",Neptune,"(4,5]",635,549,1184,0.54,0.46
"NE_(5,6]",Neptune,"(5,6]",517,473,990,0.52,0.48
"NE_(6,13]",Neptune,"(6,13]",637,582,1219,0.52,0.48
"NE_[0,4]",Neptune,"[0,4]",1332,1255,2587,0.51,0.49
"NN_(5,6]",NNode,"(5,6]",627,601,1228,0.51,0.49
"NN_(6,7]",NNode,"(6,7]",520,497,1017,0.51,0.49
"NN_(7,13]",NNode,"(7,13]",626,611,1237,0.51,0.49
"NN_[1,5]",NNode,"[1,5]",1348,1150,2498,0.54,0.46
"PA_(4,5]",Pallas,"(4,5]",554,582,1136,0.49,0.51
"PA_(5,7]",Pallas,"(5,7]",1012,858,1870,0.54,0.46
"PA_(7,13]",Pallas,"(7,13]",443,408,851,0.52,0.48
"PA_[0,4]",Pallas,"[0,4]",1112,1011,2123,0.52,0.48
"PH_(4,5]",Pholus,"(4,5]",639,521,1160,0.55,0.45
"PH_(5,6]",Pholus,"(5,6]",534,521,1055,0.51,0.49
"PH_(6,13]",Pholus,"(6,13]",762,818,1580,0.48,0.52
"PH_[0,4]",Pholus,"[0,4]",1186,999,2185,0.54,0.46
"PL_(4,5]",Pluto,"(4,5]",677,605,1282,0.53,0.47
"PL_(5,6]",Pluto,"(5,6]",498,472,970,0.51,0.49
"PL_(6,14]",Pluto,"(6,14]",632,581,1213,0.52,0.48
"PL_[0,4]",Pluto,"[0,4]",1314,1201,2515,0.52,0.48
"SA_(4,5]",Saturn,"(4,5]",584,550,1134,0.51,0.49
"SA_(5,7]",Saturn,"(5,7]",938,860,1798,0.52,0.48
"SA_(7,14]",Saturn,"(7,14]",411,359,770,0.53,0.47
"SA_[0,4]",Saturn,"[0,4]",1188,1090,2278,0.52,0.48
"SN_(5,6]",SNode,"(5,6]",657,616,1273,0.52,0.48
"SN_(6,7]",SNode,"(6,7]",515,487,1002,0.51,0.49
"SN_(7,13]",SNode,"(7,13]",646,624,1270,0.51,0.49
"SN_[1,5]",SNode,"[1,5]",1303,1132,2435,0.54,0.46
"SU_(4,5]",Sun,"(4,5]",652,591,1243,0.52,0.48
"SU_(5,7]",Sun,"(5,7]",945,894,1839,0.51,0.49
"SU_(7,14]",Sun,"(7,14]",435,367,802,0.54,0.46
"SU_[0,4]",Sun,"[0,4]",1089,1007,2096,0.52,0.48
"UR_(4,5]",Uranus,"(4,5]",637,515,1152,0.55,0.45
"UR_(5,7]",Uranus,"(5,7]",1031,953,1984,0.52,0.48
"UR_(7,15]",Uranus,"(7,15]",568,541,1109,0.51,0.49
"UR_[0,4]",Uranus,"[0,4]",885,850,1735,0.51,0.49
"VE_(4,5]",Venus,"(4,5]",614,567,1181,0.52,0.48
"VE_(5,7]",Venus,"(5,7]",1000,919,1919,0.52,0.48
"VE_(7,14]",Venus,"(7,14]",513,487,1000,0.51,0.49
"VE_[0,4]",Venus,"[0,4]",994,886,1880,0.53,0.47
"VS_(4,5]",Vesta,"(4,5]",606,557,1163,0.52,0.48
"VS_(5,7]",Vesta,"(5,7]",957,865,1822,0.53,0.47
"VS_(7,13]",Vesta,"(7,13]",455,410,865,0.53,0.47
"VS_[0,4]",Vesta,"[0,4]",1103,1027,2130,0.52,0.48
