PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CEPH_a120,1,89,-0.001,0.011,0,0,0.006,-0.076,0.014,0.09,-4.049,25.92,0.001
CEPL_a144,1,86,-0.001,0.005,-0.001,-0.001,0.006,-0.017,0.011,0.027,-0.18,-0.086,0.001
CEUR_a144,1,87,0.001,0.005,0,0.001,0.005,-0.014,0.021,0.034,0.619,1.374,0.001
CHUR_a45,1,60,0,0.005,-0.001,-0.001,0.005,-0.012,0.011,0.023,0.054,-0.624,0.001
JNNE_a60,1,110,-0.001,0.006,0,-0.001,0.005,-0.021,0.011,0.032,-0.754,1.284,0.001
JNSA_a150,1,42,-0.001,0.006,0,0,0.005,-0.02,0.011,0.03,-0.891,1.545,0.001
JUCH_a120,1,114,0.001,0.005,0,0,0.004,-0.014,0.02,0.034,0.612,2.087,0
JUNE_a144,1,121,0.001,0.005,0,0.001,0.005,-0.014,0.02,0.034,0.304,0.939,0
JUNN_a120,1,150,0.001,0.007,0.001,0.001,0.006,-0.02,0.02,0.04,-0.286,0.582,0.001
JUSN_a60,1,150,0.001,0.007,0.001,0.001,0.006,-0.02,0.02,0.04,-0.286,0.582,0.001
MAPH_a120,1,106,0.001,0.005,0.001,0.001,0.006,-0.016,0.014,0.029,-0.095,-0.071,0.001
MAVS_a90,1,56,-0.001,0.005,0,-0.001,0.005,-0.013,0.012,0.025,-0.075,-0.06,0.001
MEJU_a103,1,87,-0.001,0.005,-0.001,-0.001,0.005,-0.019,0.01,0.029,-0.483,0.499,0.001
MONN_a30,1,330,0,0.006,0.001,0.001,0.005,-0.024,0.018,0.043,-0.447,2.393,0
MOPL_a120,1,333,0,0.006,0,0,0.005,-0.024,0.02,0.044,-0.299,1.382,0
MOSN_a150,1,330,0,0.006,0.001,0.001,0.005,-0.024,0.018,0.043,-0.447,2.393,0
NNPL_a150,1,96,0.001,0.005,0.001,0.001,0.004,-0.012,0.015,0.027,0.096,0.639,0.001
NNSN_a180,1,4446,0,0.006,0,0,0.005,-0.076,0.035,0.112,-0.655,8.421,0
PANE_a60,1,150,0,0.006,0.001,0,0.005,-0.019,0.017,0.036,-0.115,1.159,0
PAPH_a135,1,88,0,0.005,0,0,0.004,-0.011,0.016,0.027,0.204,1.047,0.001
SANE_a150,1,191,0,0.009,0,0,0.007,-0.038,0.023,0.061,-0.892,2.245,0.001
SNPL_a30,1,96,0.001,0.005,0.001,0.001,0.004,-0.012,0.015,0.027,0.096,0.639,0.001
SUCE_a135,1,71,0,0.005,0,0,0.005,-0.021,0.011,0.032,-0.902,3.483,0.001
SUCH_a36,1,104,0.001,0.006,0.001,0.001,0.006,-0.015,0.016,0.031,0.017,-0.017,0.001
SUJN_a0,1,72,0,0.008,0.001,0.001,0.005,-0.038,0.013,0.051,-2.055,7.643,0.001
SUMA_a103,1,85,0,0.005,0,0,0.004,-0.009,0.018,0.027,0.775,1.07,0.001
SUNE_a60,1,112,0.001,0.006,0,0.001,0.006,-0.018,0.023,0.042,0.147,1.814,0.001
SUSA_a150,1,88,0,0.005,0,0,0.004,-0.02,0.012,0.032,-0.666,1.673,0.001
VEPA_a90,1,98,0.001,0.006,0,0.001,0.005,-0.012,0.017,0.029,0.397,0.405,0.001
VEPH_a45,1,116,0,0.005,0,0.001,0.004,-0.011,0.018,0.028,0.095,0.564,0
VSPL_a0,1,27,-0.001,0.004,0,-0.001,0.004,-0.01,0.004,0.014,-0.473,-0.588,0.001
MOVS_a120,1,334,0,0.006,0,0,0.005,-0.041,0.014,0.055,-1.175,4.786,0
MOVE_a103,1,312,-0.001,0.007,0,0,0.005,-0.076,0.02,0.096,-4.113,40.027,0
