PlanetElement,Planet,Element,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AIR,Ceres,Air,105,83,188,0.56,0.44
CE_EAR,Ceres,Earth,71,75,146,0.49,0.51
CE_FIR,Ceres,Fire,285,287,572,0.5,0.5
CE_WAT,Ceres,Water,190,140,330,0.58,0.42
CH_FIR,Chiron,Fire,466,417,883,0.53,0.47
CH_WAT,Chiron,Water,185,168,353,0.52,0.48
JN_AIR,Juno,Air,262,220,482,0.54,0.46
JN_EAR,Juno,Earth,176,182,358,0.49,0.51
JN_FIR,Juno,Fire,94,90,184,0.51,0.49
JN_WAT,Juno,Water,119,93,212,0.56,0.44
JU_AIR,Jupiter,Air,47,27,74,0.64,0.36
JU_EAR,Jupiter,Earth,218,161,379,0.58,0.42
JU_FIR,Jupiter,Fire,188,201,389,0.48,0.52
JU_WAT,Jupiter,Water,198,196,394,0.5,0.5
MA_AIR,Mars,Air,173,164,337,0.51,0.49
MA_EAR,Mars,Earth,152,140,292,0.52,0.48
MA_FIR,Mars,Fire,205,170,375,0.55,0.45
MA_WAT,Mars,Water,121,111,232,0.52,0.48
ME_AIR,Mercury,Air,122,113,235,0.52,0.48
ME_EAR,Mercury,Earth,94,82,176,0.53,0.47
ME_FIR,Mercury,Fire,207,181,388,0.53,0.47
ME_WAT,Mercury,Water,228,209,437,0.52,0.48
MO_AIR,Moon,Air,156,152,308,0.51,0.49
MO_EAR,Moon,Earth,173,139,312,0.55,0.45
MO_FIR,Moon,Fire,155,152,307,0.5,0.5
MO_WAT,Moon,Water,167,142,309,0.54,0.46
NE_WAT,Neptune,Water,651,585,1236,0.53,0.47
NN_AIR,NNode,Air,146,105,251,0.58,0.42
NN_FIR,NNode,Fire,214,205,419,0.51,0.49
NN_WAT,NNode,Water,291,275,566,0.51,0.49
PA_AIR,Pallas,Air,247,200,447,0.55,0.45
PA_EAR,Pallas,Earth,253,220,473,0.53,0.47
PA_FIR,Pallas,Fire,100,91,191,0.52,0.48
PA_WAT,Pallas,Water,51,74,125,0.41,0.59
PH_EAR,Pholus,Earth,466,386,852,0.55,0.45
PH_FIR,Pholus,Fire,185,199,384,0.48,0.52
PL_EAR,Pluto,Earth,651,585,1236,0.53,0.47
SA_AIR,Saturn,Air,98,60,158,0.62,0.38
SA_EAR,Saturn,Earth,505,484,989,0.51,0.49
SA_FIR,Saturn,Fire,48,41,89,0.54,0.46
SN_AIR,SNode,Air,214,205,419,0.51,0.49
SN_EAR,SNode,Earth,291,275,566,0.51,0.49
SN_FIR,SNode,Fire,146,105,251,0.58,0.42
SU_AIR,Sun,Air,176,148,324,0.54,0.46
SU_EAR,Sun,Earth,163,141,304,0.54,0.46
SU_FIR,Sun,Fire,169,134,303,0.56,0.44
SU_WAT,Sun,Water,143,162,305,0.47,0.53
UR_EAR,Uranus,Earth,466,415,881,0.53,0.47
UR_FIR,Uranus,Fire,185,170,355,0.52,0.48
VE_AIR,Venus,Air,230,166,396,0.58,0.42
VE_EAR,Venus,Earth,140,133,273,0.51,0.49
VE_FIR,Venus,Fire,121,132,253,0.48,0.52
VE_WAT,Venus,Water,160,154,314,0.51,0.49
VS_AIR,Vesta,Air,103,87,190,0.54,0.46
VS_EAR,Vesta,Earth,287,259,546,0.53,0.47
VS_FIR,Vesta,Fire,148,162,310,0.48,0.52
VS_WAT,Vesta,Water,113,77,190,0.59,0.41
