PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,16,9,25,0.64,0.36
CE_Z01_2ARI,Ceres,AriesD2,19,7,26,0.73,0.27
CE_Z01_3ARI,Ceres,AriesD3,14,11,25,0.56,0.44
CE_Z02_1TAU,Ceres,TaurusD1,13,13,26,0.5,0.5
CE_Z02_2TAU,Ceres,TaurusD2,12,15,27,0.44,0.56
CE_Z02_3TAU,Ceres,TaurusD3,39,42,81,0.48,0.52
CE_Z03_1GEM,Ceres,GeminiD1,70,62,132,0.53,0.47
CE_Z03_2GEM,Ceres,GeminiD2,43,37,80,0.54,0.46
CE_Z03_3GEM,Ceres,GeminiD3,12,14,26,0.46,0.54
CE_Z04_1CAN,Ceres,CancerD1,10,14,24,0.42,0.58
CE_Z04_2CAN,Ceres,CancerD2,5,18,23,0.22,0.78
CE_Z04_3CAN,Ceres,CancerD3,13,9,22,0.59,0.41
CE_Z05_1LEO,Ceres,LeoD1,46,57,103,0.45,0.55
CE_Z05_2LEO,Ceres,LeoD2,73,71,144,0.51,0.49
CE_Z05_3LEO,Ceres,LeoD1,18,32,50,0.36,0.64
CE_Z06_1VIR,Ceres,VirgoD1,24,24,48,0.5,0.5
CE_Z06_2VIR,Ceres,VirgoD2,18,30,48,0.38,0.62
CE_Z06_3VIR,Ceres,VirgoD3,27,27,54,0.5,0.5
CE_Z07_1LIB,Ceres,LibraD1,32,28,60,0.53,0.47
CE_Z07_2LIB,Ceres,LibraD2,10,12,22,0.45,0.55
CE_Z07_3LIB,Ceres,LibraD3,12,10,22,0.55,0.45
CE_Z08_1SCO,Ceres,ScorpioD1,8,15,23,0.35,0.65
CE_Z08_2SCO,Ceres,ScorpioD2,12,13,25,0.48,0.52
CE_Z08_3SCO,Ceres,ScorpioD3,11,16,27,0.41,0.59
CE_Z09_1SAG,Ceres,SagittariusD1,74,86,160,0.46,0.54
CE_Z09_2SAG,Ceres,SagittariusD2,50,57,107,0.47,0.53
CE_Z09_3SAG,Ceres,SagittariusD3,12,16,28,0.43,0.57
CE_Z10_1CAP,Ceres,CapricornD1,13,13,26,0.5,0.5
CE_Z10_2CAP,Ceres,CapricornD2,14,11,25,0.56,0.44
CE_Z10_3CAP,Ceres,CapricornD3,17,8,25,0.68,0.32
CE_Z11_1AQU,Ceres,AquariusD1,10,16,26,0.38,0.62
CE_Z11_2AQU,Ceres,AquariusD2,10,17,27,0.37,0.63
CE_Z11_3AQU,Ceres,AquariusD3,40,33,73,0.55,0.45
CE_Z12_1PIS,Ceres,PiscesD1,69,70,139,0.5,0.5
CE_Z12_2PIS,Ceres,PiscesD2,50,45,95,0.53,0.47
CE_Z12_3PIS,Ceres,PiscesD3,17,10,27,0.63,0.37
CH_Z01_1ARI,Chiron,AriesD1,534,540,1074,0.5,0.5
CH_Z01_2ARI,Chiron,AriesD2,257,267,524,0.49,0.51
CH_Z12_3PIS,Chiron,PiscesD3,142,161,303,0.47,0.53
JN_Z01_1ARI,Juno,AriesD1,15,18,33,0.45,0.55
JN_Z01_2ARI,Juno,AriesD2,6,15,21,0.29,0.71
JN_Z01_3ARI,Juno,AriesD3,7,15,22,0.32,0.68
JN_Z02_1TAU,Juno,TaurusD1,13,10,23,0.57,0.43
JN_Z02_2TAU,Juno,TaurusD2,9,17,26,0.35,0.65
JN_Z02_3TAU,Juno,TaurusD3,69,82,151,0.46,0.54
JN_Z03_1GEM,Juno,GeminiD1,21,29,50,0.42,0.58
JN_Z03_2GEM,Juno,GeminiD2,14,8,22,0.64,0.36
JN_Z03_3GEM,Juno,GeminiD3,14,7,21,0.67,0.33
JN_Z04_1CAN,Juno,CancerD1,6,15,21,0.29,0.71
JN_Z04_2CAN,Juno,CancerD2,14,6,20,0.7,0.3
JN_Z04_3CAN,Juno,CancerD3,15,6,21,0.71,0.29
JN_Z05_1LEO,Juno,LeoD1,8,12,20,0.4,0.6
JN_Z05_2LEO,Juno,LeoD2,8,14,22,0.36,0.64
JN_Z05_3LEO,Juno,LeoD1,6,15,21,0.29,0.71
JN_Z06_1VIR,Juno,VirgoD1,11,12,23,0.48,0.52
JN_Z06_2VIR,Juno,VirgoD2,9,15,24,0.38,0.62
JN_Z06_3VIR,Juno,VirgoD3,12,14,26,0.46,0.54
JN_Z07_1LIB,Juno,LibraD1,46,63,109,0.42,0.58
JN_Z07_2LIB,Juno,LibraD2,77,56,133,0.58,0.42
JN_Z07_3LIB,Juno,LibraD3,33,46,79,0.42,0.58
JN_Z08_1SCO,Juno,ScorpioD1,16,14,30,0.53,0.47
JN_Z08_2SCO,Juno,ScorpioD2,14,15,29,0.48,0.52
JN_Z08_3SCO,Juno,ScorpioD3,19,11,30,0.63,0.37
JN_Z09_1SAG,Juno,SagittariusD1,48,35,83,0.58,0.42
JN_Z09_2SAG,Juno,SagittariusD2,73,64,137,0.53,0.47
JN_Z09_3SAG,Juno,SagittariusD3,70,41,111,0.63,0.37
JN_Z10_1CAP,Juno,CapricornD1,9,19,28,0.32,0.68
JN_Z10_2CAP,Juno,CapricornD2,21,13,34,0.62,0.38
JN_Z10_3CAP,Juno,CapricornD3,25,27,52,0.48,0.52
JN_Z11_1AQU,Juno,AquariusD1,29,22,51,0.57,0.43
JN_Z11_2AQU,Juno,AquariusD2,26,21,47,0.55,0.45
JN_Z11_3AQU,Juno,AquariusD3,20,29,49,0.41,0.59
JN_Z12_1PIS,Juno,PiscesD1,40,60,100,0.4,0.6
JN_Z12_2PIS,Juno,PiscesD2,57,88,145,0.39,0.61
JN_Z12_3PIS,Juno,PiscesD3,53,34,87,0.61,0.39
JU_Z01_1ARI,Jupiter,AriesD1,98,109,207,0.47,0.53
JU_Z08_1SCO,Jupiter,ScorpioD1,11,3,14,0.79,0.21
JU_Z08_2SCO,Jupiter,ScorpioD2,90,114,204,0.44,0.56
JU_Z08_3SCO,Jupiter,ScorpioD3,68,76,144,0.47,0.53
JU_Z09_1SAG,Jupiter,SagittariusD1,18,27,45,0.4,0.6
JU_Z09_2SAG,Jupiter,SagittariusD2,80,102,182,0.44,0.56
JU_Z09_3SAG,Jupiter,SagittariusD3,76,86,162,0.47,0.53
JU_Z10_1CAP,Jupiter,CapricornD1,28,16,44,0.64,0.36
JU_Z10_2CAP,Jupiter,CapricornD2,59,72,131,0.45,0.55
JU_Z10_3CAP,Jupiter,CapricornD3,110,98,208,0.53,0.47
JU_Z11_1AQU,Jupiter,AquariusD1,22,21,43,0.51,0.49
JU_Z11_2AQU,Jupiter,AquariusD2,29,15,44,0.66,0.34
JU_Z11_3AQU,Jupiter,AquariusD3,125,87,212,0.59,0.41
JU_Z12_1PIS,Jupiter,PiscesD1,54,67,121,0.45,0.55
JU_Z12_2PIS,Jupiter,PiscesD2,26,16,42,0.62,0.38
JU_Z12_3PIS,Jupiter,PiscesD3,39,59,98,0.4,0.6
MA_Z01_1ARI,Mars,AriesD1,21,24,45,0.47,0.53
MA_Z01_2ARI,Mars,AriesD2,51,55,106,0.48,0.52
MA_Z01_3ARI,Mars,AriesD3,59,68,127,0.46,0.54
MA_Z02_1TAU,Mars,TaurusD1,29,21,50,0.58,0.42
MA_Z02_2TAU,Mars,TaurusD2,26,22,48,0.54,0.46
MA_Z02_3TAU,Mars,TaurusD3,27,23,50,0.54,0.46
MA_Z03_1GEM,Mars,GeminiD1,50,29,79,0.63,0.37
MA_Z03_2GEM,Mars,GeminiD2,40,44,84,0.48,0.52
MA_Z03_3GEM,Mars,GeminiD3,44,47,91,0.48,0.52
MA_Z04_1CAN,Mars,CancerD1,18,13,31,0.58,0.42
MA_Z04_2CAN,Mars,CancerD2,17,16,33,0.52,0.48
MA_Z04_3CAN,Mars,CancerD3,17,14,31,0.55,0.45
MA_Z05_1LEO,Mars,LeoD1,12,20,32,0.38,0.62
MA_Z05_2LEO,Mars,LeoD2,13,19,32,0.41,0.59
MA_Z05_3LEO,Mars,LeoD1,12,20,32,0.38,0.62
MA_Z06_1VIR,Mars,VirgoD1,19,12,31,0.61,0.39
MA_Z06_2VIR,Mars,VirgoD2,18,14,32,0.56,0.44
MA_Z06_3VIR,Mars,VirgoD3,12,19,31,0.39,0.61
MA_Z07_1LIB,Mars,LibraD1,13,18,31,0.42,0.58
MA_Z07_2LIB,Mars,LibraD2,29,14,43,0.67,0.33
MA_Z07_3LIB,Mars,LibraD3,23,23,46,0.5,0.5
MA_Z08_1SCO,Mars,ScorpioD1,26,20,46,0.57,0.43
MA_Z08_2SCO,Mars,ScorpioD2,27,18,45,0.6,0.4
MA_Z08_3SCO,Mars,ScorpioD3,15,31,46,0.33,0.67
