PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,5390,4188,9578,0.56,0.44
CE_RET,Ceres,Retrograde,1451,1153,2604,0.56,0.44
CE_STA,Ceres,Stationary,248,184,432,0.57,0.43
CH_DIR,Chiron,Direct,4109,3189,7298,0.56,0.44
CH_RET,Chiron,Retrograde,2657,2065,4722,0.56,0.44
CH_STA,Chiron,Stationary,323,271,594,0.54,0.46
JN_DIR,Juno,Direct,5300,4202,9502,0.56,0.44
JN_RET,Juno,Retrograde,1510,1107,2617,0.58,0.42
JN_STA,Juno,Stationary,279,216,495,0.56,0.44
JU_DIR,Jupiter,Direct,4700,3588,8288,0.57,0.43
JU_RET,Jupiter,Retrograde,2065,1673,3738,0.55,0.45
JU_STA,Jupiter,Stationary,324,264,588,0.55,0.45
MA_DIR,Mars,Direct,6281,4846,11127,0.56,0.44
MA_RET,Mars,Retrograde,656,543,1199,0.55,0.45
MA_STA,Mars,Stationary,152,136,288,0.53,0.47
ME_DIR,Mercury,Direct,5476,4332,9808,0.56,0.44
ME_RET,Mercury,Retrograde,1393,1020,2413,0.58,0.42
ME_STA,Mercury,Stationary,220,173,393,0.56,0.44
MO_DIR,Moon,Direct,7089,5525,12614,0.56,0.44
NE_DIR,Neptune,Direct,3623,2796,6419,0.56,0.44
NE_RET,Neptune,Retrograde,2757,2178,4935,0.56,0.44
NE_STA,Neptune,Stationary,709,551,1260,0.56,0.44
NN_DIR,NNode,Direct,7089,5525,12614,0.56,0.44
PA_DIR,Pallas,Direct,5314,4110,9424,0.56,0.44
PA_RET,Pallas,Retrograde,1558,1241,2799,0.56,0.44
PA_STA,Pallas,Stationary,217,174,391,0.55,0.45
PH_DIR,Pholus,Direct,4041,3053,7094,0.57,0.43
PH_RET,Pholus,Retrograde,2665,2149,4814,0.55,0.45
PH_STA,Pholus,Stationary,383,323,706,0.54,0.46
PL_DIR,Pluto,Direct,3666,2875,6541,0.56,0.44
PL_RET,Pluto,Retrograde,2715,2108,4823,0.56,0.44
PL_STA,Pluto,Stationary,708,542,1250,0.57,0.43
SA_DIR,Saturn,Direct,4197,3282,7479,0.56,0.44
SA_RET,Saturn,Retrograde,2451,1921,4372,0.56,0.44
SA_STA,Saturn,Stationary,441,322,763,0.58,0.42
SN_DIR,SNode,Direct,7089,5525,12614,0.56,0.44
SU_DIR,Sun,Direct,7089,5525,12614,0.56,0.44
UR_DIR,Uranus,Direct,3887,3032,6919,0.56,0.44
UR_RET,Uranus,Retrograde,2777,2116,4893,0.57,0.43
UR_STA,Uranus,Stationary,425,377,802,0.53,0.47
VE_DIR,Venus,Direct,6482,5002,11484,0.56,0.44
VE_RET,Venus,Retrograde,476,419,895,0.53,0.47
VE_STA,Venus,Stationary,131,104,235,0.56,0.44
VS_DIR,Vesta,Direct,5567,4377,9944,0.56,0.44
VS_RET,Vesta,Retrograde,1310,958,2268,0.58,0.42
VS_STA,Vesta,Stationary,212,190,402,0.53,0.47
