
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-06  0.37   Ceres     Direct 500  446   946     0.53      0.47
 2: 2021-02-06  0.04  Chiron     Direct 379  265   644     0.59      0.41
 3: 2021-02-06  0.25    Juno     Direct 549  480  1029     0.53      0.47
 4: 2021-02-06  0.24 Jupiter     Direct 470  396   866     0.54      0.46
 5: 2021-02-06  0.54    Mars     Direct 624  501  1125     0.55      0.45
 6: 2021-02-06 -1.04 Mercury Retrograde 123  122   245     0.50      0.50
 7: 2021-02-06 14.02    Moon     Direct 690  591  1281     0.54      0.46
 8: 2021-02-06  0.03 Neptune     Direct 373  253   626     0.60      0.40
 9: 2021-02-06  1.00   NNode     Direct 690  591  1281     0.54      0.46
10: 2021-02-06  0.34  Pallas     Direct 488  445   933     0.52      0.48
11: 2021-02-06  0.03  Pholus     Direct 373  307   680     0.55      0.45
12: 2021-02-06  0.03   Pluto     Direct 376  290   666     0.56      0.44
13: 2021-02-06  0.12  Saturn     Direct 429  334   763     0.56      0.44
14: 2021-02-06  1.00   SNode     Direct 690  591  1281     0.54      0.46
15: 2021-02-06  1.01     Sun     Direct 690  591  1281     0.54      0.46
16: 2021-02-06  0.02  Uranus     Direct 347  281   628     0.55      0.45
17: 2021-02-06  1.25   Venus     Direct 638  537  1175     0.54      0.46
18: 2021-02-06 -0.14   Vesta Retrograde  90  103   193     0.47      0.53

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-06   Ceres      Pisces 149   92   241     0.62      0.38
 2:  CH 2021-02-06  Chiron       Aries 464  407   871     0.53      0.47
 3:  JN 2021-02-06    Juno Sagittarius  30   15    45     0.67      0.33
 4:  JU 2021-02-06 Jupiter    Aquarius  29   15    44     0.66      0.34
 5:  MA 2021-02-06    Mars      Taurus  46   25    71     0.65      0.35
 6:  ME 2021-02-06 Mercury    Aquarius  57   32    89     0.64      0.36
 7:  MO 2021-02-06    Moon Sagittarius  50   57   107     0.47      0.53
 8:  NE 2021-02-06 Neptune      Pisces 690  591  1281     0.54      0.46
 9:  NN 2021-02-06   NNode      Gemini 140   99   239     0.59      0.41
10:  PA 2021-02-06  Pallas    Aquarius  58   31    89     0.65      0.35
11:  PH 2021-02-06  Pholus   Capricorn 477  363   840     0.57      0.43
12:  PL 2021-02-06   Pluto   Capricorn 690  591  1281     0.54      0.46
13:  SA 2021-02-06  Saturn    Aquarius  92   54   146     0.63      0.37
14:  SN 2021-02-06   SNode Sagittarius 140   99   239     0.59      0.41
15:  SU 2021-02-06     Sun    Aquarius  61   40   101     0.60      0.40
16:  UR 2021-02-06  Uranus      Taurus 462  407   869     0.53      0.47
17:  VE 2021-02-06   Venus    Aquarius  42   30    72     0.58      0.42
18:  VS 2021-02-06   Vesta       Virgo  91   64   155     0.59      0.41

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-06    0.87   0.04   1.70         0       5         2        6    Moon  Pholus  SemiSextile  53   45    98     0.54      0.46
 2: 2021-02-06    1.02   0.20   1.94         0       6         3        7    Moon  Saturn      Sextile  53   43    96     0.55      0.45
 3: 2021-02-06    0.95   0.14   1.78         0       6         3        7    Moon     Sun     Quintile  43   48    91     0.47      0.53
 4: 2021-02-06    0.91   0.01   1.60         0       6         3        7    Moon   Venus      Sextile  47   40    87     0.54      0.46
 5: 2021-02-06    1.02   0.14   1.89         1       7         4        7    Moon  Chiron        Trine  47   47    94     0.50      0.50
 6: 2021-02-06    1.02   0.17   1.91         1       7         4        7    Moon Neptune    BiSeptile  46   48    94     0.49      0.51
 7: 2021-02-06    1.02   0.10   1.85         2       8         5        7    Moon  Uranus     Quincunx  49   47    96     0.51      0.49
 8: 2021-02-06    0.98   0.07   1.77         4      10         7        7    Moon  Pallas     Quintile  44   48    92     0.48      0.52
 9: 2021-02-06    0.32   0.01   0.75         0      23         7       24   Venus  Saturn  Conjunction   7    4    11     0.64      0.36
10: 2021-02-06    0.12   0.00   0.28         0      23         9       24   Vesta  Pallas     Quincunx  42   32    74     0.57      0.43
11: 2021-02-06    1.09   0.09   1.98         8      14        11        7    Moon Mercury     Quintile  40   48    88     0.45      0.55
12: 2021-02-06    1.00   0.03   1.78         8      14        11        7    Moon   Pluto   SemiSquare  54   43    97     0.56      0.44
13: 2021-02-06    0.08   0.00   0.15         0      23        12       24  Pallas  Pholus   SemiSquare   5    7    12     0.42      0.58
14: 2021-02-06    0.30   0.02   0.59         0      23        12       24   Venus  Chiron      Sextile  27   15    42     0.64      0.36
15: 2021-02-06    0.98   0.03   1.72        10      16        13        7    Moon   Ceres    BiSeptile  48   47    95     0.51      0.49
16: 2021-02-06    1.00   0.15   1.86        10      16        13        7    Moon Jupiter      Sextile  57   38    95     0.60      0.40
17: 2021-02-06    0.87   0.28   1.47        13      18        15        6    Moon  Uranus   BiQuintile  44   51    95     0.46      0.54
18: 2021-02-06    1.01   0.24   1.95        16      22        19        7    Moon    Juno  Conjunction  25   20    45     0.56      0.44
19: 2021-02-06    0.97   0.11   1.78        17      23        20        7    Moon    Mars     Quincunx  54   37    91     0.59      0.41
20: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   NNode   Opposition  33   15    48     0.69      0.31
21: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   SNode  Conjunction  33   15    48     0.69      0.31
22: 2021-02-06    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 690  591  1281     0.54      0.46
23: 2021-02-06    0.92   0.75   1.08         0      23        NA       24   Ceres   Pluto      Sextile   5    7    12     0.42      0.58
24: 2021-02-06    0.99   0.98   0.99         0      23        NA       24  Chiron  Pholus       Square 282  239   521     0.54      0.46
25: 2021-02-06    0.81   0.80   0.83         0      23        NA       24  Chiron  Uranus  SemiSextile 596  504  1100     0.54      0.46
26: 2021-02-06    0.20   0.11   0.30         0      23        NA       24 Jupiter  Pholus SemiQuintile  22   20    42     0.52      0.48
27: 2021-02-06    0.81   0.68   0.95         0      23        NA       24    Mars    Juno     Quincunx  13   11    24     0.54      0.46
28: 2021-02-06    1.28   0.74   1.81         0      23        NA       24 Mercury  Chiron   SemiSquare  10   10    20     0.50      0.50
29: 2021-02-06    0.99   0.85   1.13         0      23        NA       24  Pallas  Chiron   SemiSquare  29   30    59     0.49      0.51
30: 2021-02-06    0.70   0.56   0.85         0      23        NA       24  Pallas Neptune  SemiSextile   4    0     4     1.00      0.00
31: 2021-02-06    0.22   0.18   0.25         0      23        NA       24  Saturn  Chiron      Sextile  11    6    17     0.65      0.35
32: 2021-02-06    0.77   0.73   0.81         0      23        NA       24  Saturn  Pholus  SemiSextile  35   16    51     0.69      0.31
33: 2021-02-06    1.03   0.98   1.08         0      23        NA       24  Saturn  Uranus       Square   5    0     5     1.00      0.00
34: 2021-02-06    0.57   0.27   0.88         0      23        NA       24     Sun   Ceres SemiQuintile  19   17    36     0.53      0.47
35: 2021-02-06    0.97   0.46   1.48         0      23        NA       24     Sun   NNode        Trine  16   13    29     0.55      0.45
36: 2021-02-06    0.97   0.46   1.48         0      23        NA       24     Sun   SNode      Sextile  16   13    29     0.55      0.45
37: 2021-02-06    0.97   0.39   1.56         0      23        NA       24   Venus  Pholus  SemiSextile  21    7    28     0.75      0.25
38: 2021-02-06    0.82   0.23   1.41         0      23        NA       24   Venus  Uranus       Square  16    9    25     0.64      0.36
39: 2021-02-06    1.03   0.36   1.70         0      23        NA       24   Venus   Vesta SesquiSquare   4   10    14     0.29      0.71
40: 2021-02-06    0.66   0.57   0.74         0      23        NA       24   Vesta Neptune   Opposition  31    8    39     0.79      0.21
41: 2021-02-06    0.82   0.70   0.95         0      23        NA       24   Vesta  Saturn SesquiSquare  32   35    67     0.48      0.52
          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
