PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,680,659,1339,0.51,0.49
CE_RET,Ceres,Retrograde,169,218,387,0.44,0.56
CE_STA,Ceres,Stationary,38,26,64,0.59,0.41
CH_DIR,Chiron,Direct,525,463,988,0.53,0.47
CH_RET,Chiron,Retrograde,319,385,704,0.45,0.55
CH_STA,Chiron,Stationary,43,55,98,0.44,0.56
JN_DIR,Juno,Direct,677,688,1365,0.5,0.5
JN_RET,Juno,Retrograde,175,182,357,0.49,0.51
JN_STA,Juno,Stationary,35,33,68,0.51,0.49
JU_DIR,Jupiter,Direct,595,629,1224,0.49,0.51
JU_RET,Jupiter,Retrograde,250,230,480,0.52,0.48
JU_STA,Jupiter,Stationary,42,44,86,0.49,0.51
MA_DIR,Mars,Direct,808,826,1634,0.49,0.51
MA_RET,Mars,Retrograde,60,62,122,0.49,0.51
MA_STA,Mars,Stationary,19,15,34,0.56,0.44
ME_DIR,Mercury,Direct,702,678,1380,0.51,0.49
ME_RET,Mercury,Retrograde,165,190,355,0.46,0.54
ME_STA,Mercury,Stationary,20,35,55,0.36,0.64
MO_DIR,Moon,Direct,887,903,1790,0.5,0.5
NE_DIR,Neptune,Direct,509,443,952,0.53,0.47
NE_RET,Neptune,Retrograde,306,363,669,0.46,0.54
NE_STA,Neptune,Stationary,72,97,169,0.43,0.57
NN_DIR,NNode,Direct,887,903,1790,0.5,0.5
PA_DIR,Pallas,Direct,663,687,1350,0.49,0.51
PA_RET,Pallas,Retrograde,193,195,388,0.5,0.5
PA_STA,Pallas,Stationary,31,21,52,0.6,0.4
PH_DIR,Pholus,Direct,436,481,917,0.48,0.52
PH_RET,Pholus,Retrograde,366,343,709,0.52,0.48
PH_STA,Pholus,Stationary,85,79,164,0.52,0.48
PL_DIR,Pluto,Direct,453,474,927,0.49,0.51
PL_RET,Pluto,Retrograde,324,338,662,0.49,0.51
PL_STA,Pluto,Stationary,110,91,201,0.55,0.45
SA_DIR,Saturn,Direct,530,553,1083,0.49,0.51
SA_RET,Saturn,Retrograde,298,286,584,0.51,0.49
SA_STA,Saturn,Stationary,59,64,123,0.48,0.52
SN_DIR,SNode,Direct,887,903,1790,0.5,0.5
SU_DIR,Sun,Direct,887,903,1790,0.5,0.5
UR_DIR,Uranus,Direct,504,471,975,0.52,0.48
UR_RET,Uranus,Retrograde,321,378,699,0.46,0.54
UR_STA,Uranus,Stationary,62,54,116,0.53,0.47
VE_DIR,Venus,Direct,812,820,1632,0.5,0.5
VE_RET,Venus,Retrograde,62,65,127,0.49,0.51
VE_STA,Venus,Stationary,13,18,31,0.42,0.58
VS_DIR,Vesta,Direct,662,701,1363,0.49,0.51
VS_RET,Vesta,Retrograde,190,174,364,0.52,0.48
VS_STA,Vesta,Stationary,35,28,63,0.56,0.44
