PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,714,684,1398,0.51,0.49
CE_RET,Ceres,Retrograde,169,218,387,0.44,0.56
CE_STA,Ceres,Stationary,38,26,64,0.59,0.41
CH_DIR,Chiron,Direct,532,471,1003,0.53,0.47
CH_RET,Chiron,Retrograde,342,394,736,0.46,0.54
CH_STA,Chiron,Stationary,47,63,110,0.43,0.57
JN_DIR,Juno,Direct,682,692,1374,0.5,0.5
JN_RET,Juno,Retrograde,195,201,396,0.49,0.51
JN_STA,Juno,Stationary,44,35,79,0.56,0.44
JU_DIR,Jupiter,Direct,595,629,1224,0.49,0.51
JU_RET,Jupiter,Retrograde,284,255,539,0.53,0.47
JU_STA,Jupiter,Stationary,42,44,86,0.49,0.51
MA_DIR,Mars,Direct,842,851,1693,0.5,0.5
MA_RET,Mars,Retrograde,60,62,122,0.49,0.51
MA_STA,Mars,Stationary,19,15,34,0.56,0.44
ME_DIR,Mercury,Direct,735,703,1438,0.51,0.49
ME_RET,Mercury,Retrograde,165,190,355,0.46,0.54
ME_STA,Mercury,Stationary,21,35,56,0.38,0.62
MO_DIR,Moon,Direct,921,928,1849,0.5,0.5
NE_DIR,Neptune,Direct,509,443,952,0.53,0.47
NE_RET,Neptune,Retrograde,333,384,717,0.46,0.54
NE_STA,Neptune,Stationary,79,101,180,0.44,0.56
NN_DIR,NNode,Direct,921,928,1849,0.5,0.5
PA_DIR,Pallas,Direct,670,691,1361,0.49,0.51
PA_RET,Pallas,Retrograde,219,207,426,0.51,0.49
PA_STA,Pallas,Stationary,32,30,62,0.52,0.48
PH_DIR,Pholus,Direct,436,481,917,0.48,0.52
PH_RET,Pholus,Retrograde,400,368,768,0.52,0.48
PH_STA,Pholus,Stationary,85,79,164,0.52,0.48
PL_DIR,Pluto,Direct,453,474,927,0.49,0.51
PL_RET,Pluto,Retrograde,358,363,721,0.5,0.5
PL_STA,Pluto,Stationary,110,91,201,0.55,0.45
SA_DIR,Saturn,Direct,530,553,1083,0.49,0.51
SA_RET,Saturn,Retrograde,332,311,643,0.52,0.48
SA_STA,Saturn,Stationary,59,64,123,0.48,0.52
SN_DIR,SNode,Direct,921,928,1849,0.5,0.5
SU_DIR,Sun,Direct,921,928,1849,0.5,0.5
UR_DIR,Uranus,Direct,533,492,1025,0.52,0.48
UR_RET,Uranus,Retrograde,321,378,699,0.46,0.54
UR_STA,Uranus,Stationary,67,58,125,0.54,0.46
VE_DIR,Venus,Direct,846,845,1691,0.5,0.5
VE_RET,Venus,Retrograde,62,65,127,0.49,0.51
VE_STA,Venus,Stationary,13,18,31,0.42,0.58
VS_DIR,Vesta,Direct,696,726,1422,0.49,0.51
VS_RET,Vesta,Retrograde,190,174,364,0.52,0.48
VS_STA,Vesta,Stationary,35,28,63,0.56,0.44
