PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,33,29,62,0.53,0.47
CE_CH_a103,Ceres,Chiron,BiSeptile,178,143,321,0.55,0.45
CE_CH_a120,Ceres,Chiron,Trine,83,112,195,0.43,0.57
CE_CH_a135,Ceres,Chiron,SesquiSquare,111,118,229,0.48,0.52
CE_CH_a144,Ceres,Chiron,BiQuintile,80,72,152,0.53,0.47
CE_CH_a150,Ceres,Chiron,Quincunx,71,52,123,0.58,0.42
CE_CH_a180,Ceres,Chiron,Opposition,98,79,177,0.55,0.45
CE_CH_a30,Ceres,Chiron,SemiSextile,120,87,207,0.58,0.42
CE_CH_a36,Ceres,Chiron,SemiQuintile,138,125,263,0.52,0.48
CE_CH_a45,Ceres,Chiron,SemiSquare,113,109,222,0.51,0.49
CE_CH_a60,Ceres,Chiron,Sextile,115,112,227,0.51,0.49
CE_CH_a72,Ceres,Chiron,Quintile,115,74,189,0.61,0.39
CE_CH_a90,Ceres,Chiron,Square,146,132,278,0.53,0.47
CE_JU_a0,Ceres,Jupiter,Conjunction,54,34,88,0.61,0.39
CE_JU_a103,Ceres,Jupiter,BiSeptile,130,113,243,0.53,0.47
CE_JU_a120,Ceres,Jupiter,Trine,93,79,172,0.54,0.46
CE_JU_a135,Ceres,Jupiter,SesquiSquare,123,114,237,0.52,0.48
CE_JU_a144,Ceres,Jupiter,BiQuintile,88,104,192,0.46,0.54
CE_JU_a150,Ceres,Jupiter,Quincunx,94,81,175,0.54,0.46
CE_JU_a180,Ceres,Jupiter,Opposition,64,45,109,0.59,0.41
CE_JU_a30,Ceres,Jupiter,SemiSextile,107,125,232,0.46,0.54
CE_JU_a36,Ceres,Jupiter,SemiQuintile,181,132,313,0.58,0.42
CE_JU_a45,Ceres,Jupiter,SemiSquare,87,100,187,0.47,0.53
CE_JU_a60,Ceres,Jupiter,Sextile,96,96,192,0.5,0.5
CE_JU_a72,Ceres,Jupiter,Quintile,97,98,195,0.5,0.5
CE_JU_a90,Ceres,Jupiter,Square,107,80,187,0.57,0.43
CE_NE_a0,Ceres,Neptune,Conjunction,68,46,114,0.6,0.4
CE_NE_a103,Ceres,Neptune,BiSeptile,102,79,181,0.56,0.44
CE_NE_a120,Ceres,Neptune,Trine,133,111,244,0.55,0.45
CE_NE_a135,Ceres,Neptune,SesquiSquare,95,101,196,0.48,0.52
CE_NE_a144,Ceres,Neptune,BiQuintile,87,91,178,0.49,0.51
CE_NE_a150,Ceres,Neptune,Quincunx,99,110,209,0.47,0.53
CE_NE_a180,Ceres,Neptune,Opposition,31,26,57,0.54,0.46
CE_NE_a30,Ceres,Neptune,SemiSextile,124,123,247,0.5,0.5
CE_NE_a36,Ceres,Neptune,SemiQuintile,129,109,238,0.54,0.46
CE_NE_a45,Ceres,Neptune,SemiSquare,118,128,246,0.48,0.52
CE_NE_a60,Ceres,Neptune,Sextile,127,112,239,0.53,0.47
CE_NE_a72,Ceres,Neptune,Quintile,101,100,201,0.5,0.5
CE_NE_a90,Ceres,Neptune,Square,97,89,186,0.52,0.48
CE_NN_a0,Ceres,NNode,Conjunction,83,73,156,0.53,0.47
CE_NN_a103,Ceres,NNode,BiSeptile,113,77,190,0.59,0.41
CE_NN_a120,Ceres,NNode,Trine,165,133,298,0.55,0.45
CE_NN_a135,Ceres,NNode,SesquiSquare,143,135,278,0.51,0.49
CE_NN_a144,Ceres,NNode,BiQuintile,124,127,251,0.49,0.51
CE_NN_a150,Ceres,NNode,Quincunx,140,163,303,0.46,0.54
CE_NN_a180,Ceres,NNode,Opposition,35,35,70,0.5,0.5
CE_NN_a30,Ceres,NNode,SemiSextile,98,83,181,0.54,0.46
CE_NN_a36,Ceres,NNode,SemiQuintile,112,103,215,0.52,0.48
CE_NN_a45,Ceres,NNode,SemiSquare,77,60,137,0.56,0.44
CE_NN_a60,Ceres,NNode,Sextile,123,149,272,0.45,0.55
CE_NN_a72,Ceres,NNode,Quintile,81,97,178,0.46,0.54
CE_NN_a90,Ceres,NNode,Square,128,138,266,0.48,0.52
CE_PA_a103,Ceres,Pallas,BiSeptile,29,30,59,0.49,0.51
CE_PA_a30,Ceres,Pallas,SemiSextile,539,469,1008,0.53,0.47
CE_PA_a36,Ceres,Pallas,SemiQuintile,425,402,827,0.51,0.49
CE_PA_a45,Ceres,Pallas,SemiSquare,380,388,768,0.49,0.51
CE_PA_a60,Ceres,Pallas,Sextile,172,158,330,0.52,0.48
CE_PA_a72,Ceres,Pallas,Quintile,98,82,180,0.54,0.46
CE_PA_a90,Ceres,Pallas,Square,49,39,88,0.56,0.44
CE_PH_a0,Ceres,Pholus,Conjunction,62,61,123,0.5,0.5
CE_PH_a103,Ceres,Pholus,BiSeptile,104,115,219,0.47,0.53
CE_PH_a120,Ceres,Pholus,Trine,127,93,220,0.58,0.42
CE_PH_a135,Ceres,Pholus,SesquiSquare,181,183,364,0.5,0.5
CE_PH_a144,Ceres,Pholus,BiQuintile,126,121,247,0.51,0.49
CE_PH_a150,Ceres,Pholus,Quincunx,134,124,258,0.52,0.48
CE_PH_a180,Ceres,Pholus,Opposition,58,52,110,0.53,0.47
CE_PH_a30,Ceres,Pholus,SemiSextile,174,142,316,0.55,0.45
CE_PH_a36,Ceres,Pholus,SemiQuintile,126,143,269,0.47,0.53
CE_PH_a45,Ceres,Pholus,SemiSquare,97,76,173,0.56,0.44
CE_PH_a60,Ceres,Pholus,Sextile,120,138,258,0.47,0.53
CE_PH_a72,Ceres,Pholus,Quintile,157,148,305,0.51,0.49
CE_PH_a90,Ceres,Pholus,Square,89,90,179,0.5,0.5
CE_PL_a0,Ceres,Pluto,Conjunction,68,54,122,0.56,0.44
CE_PL_a103,Ceres,Pluto,BiSeptile,96,81,177,0.54,0.46
CE_PL_a120,Ceres,Pluto,Trine,109,113,222,0.49,0.51
CE_PL_a135,Ceres,Pluto,SesquiSquare,121,72,193,0.63,0.37
CE_PL_a144,Ceres,Pluto,BiQuintile,106,117,223,0.48,0.52
CE_PL_a150,Ceres,Pluto,Quincunx,104,93,197,0.53,0.47
CE_PL_a180,Ceres,Pluto,Opposition,43,33,76,0.57,0.43
CE_PL_a30,Ceres,Pluto,SemiSextile,142,109,251,0.57,0.43
CE_PL_a36,Ceres,Pluto,SemiQuintile,147,111,258,0.57,0.43
CE_PL_a45,Ceres,Pluto,SemiSquare,138,104,242,0.57,0.43
CE_PL_a60,Ceres,Pluto,Sextile,103,114,217,0.47,0.53
CE_PL_a72,Ceres,Pluto,Quintile,142,135,277,0.51,0.49
CE_PL_a90,Ceres,Pluto,Square,98,63,161,0.61,0.39
CE_SA_a0,Ceres,Saturn,Conjunction,47,38,85,0.55,0.45
CE_SA_a103,Ceres,Saturn,BiSeptile,138,123,261,0.53,0.47
CE_SA_a120,Ceres,Saturn,Trine,145,125,270,0.54,0.46
CE_SA_a135,Ceres,Saturn,SesquiSquare,109,86,195,0.56,0.44
CE_SA_a144,Ceres,Saturn,BiQuintile,136,134,270,0.5,0.5
CE_SA_a150,Ceres,Saturn,Quincunx,120,78,198,0.61,0.39
CE_SA_a180,Ceres,Saturn,Opposition,34,47,81,0.42,0.58
CE_SA_a30,Ceres,Saturn,SemiSextile,130,106,236,0.55,0.45
CE_SA_a36,Ceres,Saturn,SemiQuintile,204,164,368,0.55,0.45
CE_SA_a45,Ceres,Saturn,SemiSquare,150,132,282,0.53,0.47
CE_SA_a60,Ceres,Saturn,Sextile,95,99,194,0.49,0.51
CE_SA_a72,Ceres,Saturn,Quintile,72,99,171,0.42,0.58
CE_SA_a90,Ceres,Saturn,Square,124,95,219,0.57,0.43
CE_SN_a0,Ceres,SNode,Conjunction,35,35,70,0.5,0.5
CE_SN_a103,Ceres,SNode,BiSeptile,130,123,253,0.51,0.49
CE_SN_a120,Ceres,SNode,Trine,123,150,273,0.45,0.55
CE_SN_a135,Ceres,SNode,SesquiSquare,77,60,137,0.56,0.44
CE_SN_a144,Ceres,SNode,BiQuintile,112,103,215,0.52,0.48
CE_SN_a150,Ceres,SNode,Quincunx,98,83,181,0.54,0.46
CE_SN_a180,Ceres,SNode,Opposition,83,73,156,0.53,0.47
CE_SN_a30,Ceres,SNode,SemiSextile,140,163,303,0.46,0.54
CE_SN_a36,Ceres,SNode,SemiQuintile,124,126,250,0.5,0.5
CE_SN_a45,Ceres,SNode,SemiSquare,143,135,278,0.51,0.49
CE_SN_a60,Ceres,SNode,Sextile,165,133,298,0.55,0.45
CE_SN_a72,Ceres,SNode,Quintile,110,83,193,0.57,0.43
CE_SN_a90,Ceres,SNode,Square,128,138,266,0.48,0.52
CE_UR_a0,Ceres,Uranus,Conjunction,94,68,162,0.58,0.42
CE_UR_a103,Ceres,Uranus,BiSeptile,137,103,240,0.57,0.43
CE_UR_a120,Ceres,Uranus,Trine,82,85,167,0.49,0.51
CE_UR_a135,Ceres,Uranus,SesquiSquare,85,106,191,0.45,0.55
CE_UR_a144,Ceres,Uranus,BiQuintile,101,129,230,0.44,0.56
CE_UR_a150,Ceres,Uranus,Quincunx,87,70,157,0.55,0.45
CE_UR_a180,Ceres,Uranus,Opposition,50,36,86,0.58,0.42
CE_UR_a30,Ceres,Uranus,SemiSextile,107,100,207,0.52,0.48
CE_UR_a36,Ceres,Uranus,SemiQuintile,114,97,211,0.54,0.46
CE_UR_a45,Ceres,Uranus,SemiSquare,96,107,203,0.47,0.53
CE_UR_a60,Ceres,Uranus,Sextile,114,132,246,0.46,0.54
CE_UR_a72,Ceres,Uranus,Quintile,168,119,287,0.59,0.41
CE_UR_a90,Ceres,Uranus,Square,114,108,222,0.51,0.49
CH_NE_a0,Chiron,Neptune,Conjunction,239,142,381,0.63,0.37
CH_NE_a103,Chiron,Neptune,BiSeptile,51,61,112,0.46,0.54
CH_NE_a120,Chiron,Neptune,Trine,36,40,76,0.47,0.53
CH_NE_a135,Chiron,Neptune,SesquiSquare,42,30,72,0.58,0.42
CH_NE_a144,Chiron,Neptune,BiQuintile,144,125,269,0.54,0.46
CH_NE_a150,Chiron,Neptune,Quincunx,186,205,391,0.48,0.52
CH_NE_a180,Chiron,Neptune,Opposition,65,72,137,0.47,0.53
CH_NE_a30,Chiron,Neptune,SemiSextile,61,69,130,0.47,0.53
CH_NE_a36,Chiron,Neptune,SemiQuintile,61,56,117,0.52,0.48
CH_NE_a45,Chiron,Neptune,SemiSquare,37,49,86,0.43,0.57
CH_NE_a60,Chiron,Neptune,Sextile,58,53,111,0.52,0.48
CH_NE_a72,Chiron,Neptune,Quintile,54,38,92,0.59,0.41
CH_NE_a90,Chiron,Neptune,Square,42,43,85,0.49,0.51
CH_PH_a30,Chiron,Pholus,SemiSextile,162,156,318,0.51,0.49
CH_PH_a36,Chiron,Pholus,SemiQuintile,209,203,412,0.51,0.49
CH_PH_a45,Chiron,Pholus,SemiSquare,330,308,638,0.52,0.48
CH_PH_a60,Chiron,Pholus,Sextile,168,152,320,0.52,0.48
CH_PH_a72,Chiron,Pholus,Quintile,266,187,453,0.59,0.41
CH_PH_a90,Chiron,Pholus,Square,298,223,521,0.57,0.43
CH_PL_a0,Chiron,Pluto,Conjunction,57,46,103,0.55,0.45
CH_PL_a103,Chiron,Pluto,BiSeptile,49,49,98,0.5,0.5
CH_PL_a120,Chiron,Pluto,Trine,73,70,143,0.51,0.49
CH_PL_a135,Chiron,Pluto,SesquiSquare,109,100,209,0.52,0.48
CH_PL_a144,Chiron,Pluto,BiQuintile,144,157,301,0.48,0.52
CH_PL_a150,Chiron,Pluto,Quincunx,176,182,358,0.49,0.51
CH_PL_a30,Chiron,Pluto,SemiSextile,127,80,207,0.61,0.39
CH_PL_a36,Chiron,Pluto,SemiQuintile,188,178,366,0.51,0.49
CH_PL_a45,Chiron,Pluto,SemiSquare,176,161,337,0.52,0.48
CH_PL_a60,Chiron,Pluto,Sextile,292,229,521,0.56,0.44
CH_PL_a72,Chiron,Pluto,Quintile,277,185,462,0.6,0.4
CH_PL_a90,Chiron,Pluto,Square,47,47,94,0.5,0.5
CH_UR_a103,Chiron,Uranus,BiSeptile,30,39,69,0.43,0.57
CH_UR_a120,Chiron,Uranus,Trine,46,48,94,0.49,0.51
CH_UR_a135,Chiron,Uranus,SesquiSquare,35,32,67,0.52,0.48
CH_UR_a144,Chiron,Uranus,BiQuintile,71,79,150,0.47,0.53
CH_UR_a150,Chiron,Uranus,Quincunx,35,60,95,0.37,0.63
CH_UR_a180,Chiron,Uranus,Opposition,169,160,329,0.51,0.49
CH_UR_a30,Chiron,Uranus,SemiSextile,1479,1126,2605,0.57,0.43
CH_UR_a36,Chiron,Uranus,SemiQuintile,243,194,437,0.56,0.44
CH_UR_a45,Chiron,Uranus,SemiSquare,122,123,245,0.5,0.5
CH_UR_a60,Chiron,Uranus,Sextile,66,79,145,0.46,0.54
CH_UR_a72,Chiron,Uranus,Quintile,66,59,125,0.53,0.47
CH_UR_a90,Chiron,Uranus,Square,39,34,73,0.53,0.47
