PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CECH_a72,1,189,0.007,0.03,0.006,0.006,0.026,-0.066,0.137,0.203,0.519,1.567,0.002
CEJU_a72,1,195,0,0.03,0,0.001,0.022,-0.121,0.084,0.204,-0.44,1.478,0.002
CEPH_a120,1,220,0.004,0.027,0,0.002,0.018,-0.063,0.189,0.253,1.775,10.25,0.002
CEPL_a90,1,161,0.005,0.029,0.004,0.004,0.022,-0.106,0.143,0.249,0.585,4.238,0.002
CESA_a72,1,171,-0.001,0.03,0,-0.001,0.024,-0.178,0.112,0.29,-0.831,6.863,0.002
CEUR_a120,1,167,0,0.026,0,-0.001,0.021,-0.088,0.094,0.183,0.14,2.039,0.002
CHPH_a45,1,638,0.002,0.039,0,0.002,0.035,-0.254,0.133,0.387,-0.47,3.365,0.002
JNCE_a90,1,201,0,0.03,0,0,0.022,-0.132,0.103,0.236,-0.046,2.755,0.002
JNNN_a72,1,170,0.003,0.027,0,0.001,0.02,-0.064,0.135,0.199,0.863,2.822,0.002
JNPH_a150,1,238,0.002,0.026,0,0.001,0.018,-0.08,0.099,0.179,0.658,2.234,0.002
JNUR_a30,1,264,0.004,0.029,0.003,0.004,0.023,-0.082,0.109,0.191,0.304,1.16,0.002
JUCH_a144,1,240,0.002,0.029,0.002,0.003,0.022,-0.13,0.092,0.222,-0.379,2.403,0.002
JUSA_a0,1,178,-0.002,0.034,-0.005,-0.002,0.036,-0.078,0.092,0.17,0.052,-0.339,0.003
MAJU_a103,1,196,0,0.026,-0.001,0,0.021,-0.124,0.091,0.215,-0.068,3.3,0.002
MEMA_a30,1,390,0.002,0.027,0.002,0.002,0.022,-0.093,0.139,0.232,0.199,2.918,0.001
MEPA_a120,1,221,0,0.027,-0.001,-0.001,0.019,-0.106,0.107,0.213,0.323,3.375,0.002
MONE_a120,1,749,0.002,0.028,0,0.001,0.021,-0.15,0.146,0.297,0.351,4.221,0.001
MOUR_a144,1,753,0.002,0.03,0.001,0.002,0.021,-0.231,0.332,0.563,1.202,24.546,0.001
MOVE_a144,1,705,0.003,0.027,0.001,0.002,0.022,-0.102,0.112,0.213,0.358,2.041,0.001
NEPL_a60,1,1398,0,0.031,0,0,0.026,-0.254,0.135,0.389,-0.251,4.147,0.001
NNCH_a90,1,222,0.003,0.039,0,0.002,0.032,-0.129,0.189,0.318,0.578,2.481,0.003
NNPH_a135,1,141,0.004,0.027,0.001,0.003,0.021,-0.069,0.092,0.162,0.58,0.9,0.002
NNPL_a72,1,243,0.005,0.038,0.003,0.003,0.026,-0.102,0.332,0.434,2.839,22.978,0.002
NNSN_a180,1,10120,0.001,0.029,0,0.001,0.021,-0.519,0.332,0.851,-0.381,17.931,0
NNUR_a103,1,290,0.002,0.023,0,0.002,0.022,-0.071,0.075,0.146,0.285,0.547,0.001
SACH_a144,1,297,0.002,0.027,0.002,0.002,0.023,-0.078,0.137,0.215,0.286,2.015,0.002
SANE_a72,1,270,0.001,0.029,0,0,0.019,-0.13,0.237,0.367,1.966,17.178,0.002
SNCH_a90,1,221,0.003,0.039,0,0.002,0.032,-0.129,0.189,0.318,0.586,2.486,0.003
SNPH_a45,1,141,0.004,0.027,0.001,0.003,0.021,-0.069,0.092,0.162,0.58,0.9,0.002
SUCE_a150,1,170,0.002,0.031,0.001,0.003,0.025,-0.121,0.107,0.228,-0.411,1.867,0.002
SUJN_a60,1,286,0.002,0.025,0,0.001,0.016,-0.101,0.08,0.181,0.074,1.896,0.001
SUPL_a60,1,247,0.003,0.03,0.002,0.002,0.018,-0.129,0.132,0.26,0.276,3.815,0.002
URPH_a120,1,756,0.002,0.031,0,0.001,0.019,-0.129,0.332,0.461,1.892,19.1,0.001
