PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,59,63,122,0.48,0.52
CE_AM02,Ceres,Butain,65,91,156,0.42,0.58
CE_AM03,Ceres,Turaija,83,87,170,0.49,0.51
CE_AM04,Ceres,Dabaran,93,87,180,0.52,0.48
CE_AM05,Ceres,Haq'a,53,61,114,0.46,0.54
CE_AM06,Ceres,Han'a,28,42,70,0.4,0.6
CE_AM07,Ceres,Dira,75,88,163,0.46,0.54
CE_AM08,Ceres,Natra,73,70,143,0.51,0.49
CE_AM09,Ceres,Tarf(a),109,95,204,0.53,0.47
CE_AM10,Ceres,Gabha,79,64,143,0.55,0.45
CE_AM11,Ceres,Zubra,91,88,179,0.51,0.49
CE_AM12,Ceres,Sarfa,63,75,138,0.46,0.54
CE_AM13,Ceres,Auwa,84,91,175,0.48,0.52
CE_AM14,Ceres,Simak,33,51,84,0.39,0.61
CE_AM15,Ceres,Gafr,45,41,86,0.52,0.48
CE_AM16,Ceres,Zubana,77,87,164,0.47,0.53
CE_AM17,Ceres,Iklik,79,77,156,0.51,0.49
CE_AM18,Ceres,Qualb,98,92,190,0.52,0.48
CE_AM19,Ceres,Saula,107,95,202,0.53,0.47
CE_AM20,Ceres,Na'a'im,88,82,170,0.52,0.48
CE_AM21,Ceres,Balda,80,112,192,0.42,0.58
CE_AM22,Ceres,Dabih,77,79,156,0.49,0.51
CE_AM23,Ceres,Bula,59,58,117,0.5,0.5
CE_AM24,Ceres,Su'ud,111,101,212,0.52,0.48
CE_AM25,Ceres,Ahbija,116,97,213,0.54,0.46
CE_AM26,Ceres,Muqaddam,125,113,238,0.53,0.47
CE_AM27,Ceres,Mu'ahhar,93,119,212,0.44,0.56
CE_AM28,Ceres,Risa,100,110,210,0.48,0.52
CH_AM01,Chiron,Saratan,332,334,666,0.5,0.5
CH_AM22,Chiron,Dabih,7,11,18,0.39,0.61
CH_AM23,Chiron,Bula,123,155,278,0.44,0.56
