PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,1515,1412,2927,0.52,0.48
CE_FIX,Ceres,Fixed,1464,1353,2817,0.52,0.48
CE_MUT,Ceres,Mutable,1741,1405,3146,0.55,0.45
CH_CAR,Chiron,Cardinal,1515,1294,2809,0.54,0.46
CH_FIX,Chiron,Fixed,1270,1105,2375,0.53,0.47
CH_MUT,Chiron,Mutable,1935,1771,3706,0.52,0.48
JN_CAR,Juno,Cardinal,1590,1330,2920,0.54,0.46
JN_FIX,Juno,Fixed,1605,1465,3070,0.52,0.48
JN_MUT,Juno,Mutable,1525,1375,2900,0.53,0.47
JU_CAR,Jupiter,Cardinal,1548,1451,2999,0.52,0.48
JU_FIX,Jupiter,Fixed,1557,1290,2847,0.55,0.45
JU_MUT,Jupiter,Mutable,1615,1429,3044,0.53,0.47
MA_CAR,Mars,Cardinal,1612,1450,3062,0.53,0.47
MA_FIX,Mars,Fixed,1527,1359,2886,0.53,0.47
MA_MUT,Mars,Mutable,1581,1361,2942,0.54,0.46
ME_CAR,Mercury,Cardinal,1569,1373,2942,0.53,0.47
ME_FIX,Mercury,Fixed,1595,1414,3009,0.53,0.47
ME_MUT,Mercury,Mutable,1556,1383,2939,0.53,0.47
MO_CAR,Moon,Cardinal,1559,1409,2968,0.53,0.47
MO_FIX,Moon,Fixed,1596,1371,2967,0.54,0.46
MO_MUT,Moon,Mutable,1565,1390,2955,0.53,0.47
NE_CAR,Neptune,Cardinal,1671,1399,3070,0.54,0.46
NE_FIX,Neptune,Fixed,1711,1663,3374,0.51,0.49
NE_MUT,Neptune,Mutable,1338,1108,2446,0.55,0.45
NN_CAR,NNode,Cardinal,1643,1483,3126,0.53,0.47
NN_FIX,NNode,Fixed,1473,1287,2760,0.53,0.47
NN_MUT,NNode,Mutable,1604,1400,3004,0.53,0.47
PA_CAR,Pallas,Cardinal,1567,1320,2887,0.54,0.46
PA_FIX,Pallas,Fixed,1603,1453,3056,0.52,0.48
PA_MUT,Pallas,Mutable,1550,1397,2947,0.53,0.47
PH_CAR,Pholus,Cardinal,1097,861,1958,0.56,0.44
PH_FIX,Pholus,Fixed,1278,1232,2510,0.51,0.49
PH_MUT,Pholus,Mutable,2345,2077,4422,0.53,0.47
PL_CAR,Pluto,Cardinal,1777,1483,3260,0.55,0.45
PL_FIX,Pluto,Fixed,1283,1095,2378,0.54,0.46
PL_MUT,Pluto,Mutable,1660,1592,3252,0.51,0.49
SA_CAR,Saturn,Cardinal,1736,1427,3163,0.55,0.45
SA_FIX,Saturn,Fixed,1418,1260,2678,0.53,0.47
SA_MUT,Saturn,Mutable,1566,1483,3049,0.51,0.49
SN_CAR,SNode,Cardinal,1643,1483,3126,0.53,0.47
SN_FIX,SNode,Fixed,1473,1287,2760,0.53,0.47
SN_MUT,SNode,Mutable,1604,1400,3004,0.53,0.47
SU_CAR,Sun,Cardinal,1554,1358,2912,0.53,0.47
SU_FIX,Sun,Fixed,1560,1472,3032,0.51,0.49
SU_MUT,Sun,Mutable,1606,1340,2946,0.55,0.45
UR_CAR,Uranus,Cardinal,2022,1739,3761,0.54,0.46
UR_FIX,Uranus,Fixed,1395,1229,2624,0.53,0.47
UR_MUT,Uranus,Mutable,1303,1202,2505,0.52,0.48
VE_CAR,Venus,Cardinal,1574,1377,2951,0.53,0.47
VE_FIX,Venus,Fixed,1597,1405,3002,0.53,0.47
VE_MUT,Venus,Mutable,1549,1388,2937,0.53,0.47
VS_CAR,Vesta,Cardinal,1577,1434,3011,0.52,0.48
VS_FIX,Vesta,Fixed,1536,1361,2897,0.53,0.47
VS_MUT,Vesta,Mutable,1607,1375,2982,0.54,0.46
