PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,140,139,279,0.5,0.5
CE_Z01_2ARI,Ceres,AriesD2,125,107,232,0.54,0.46
CE_Z01_3ARI,Ceres,AriesD3,147,157,304,0.48,0.52
CE_Z02_1TAU,Ceres,TaurusD1,146,152,298,0.49,0.51
CE_Z02_2TAU,Ceres,TaurusD2,122,104,226,0.54,0.46
CE_Z02_3TAU,Ceres,TaurusD3,134,120,254,0.53,0.47
CE_Z03_1GEM,Ceres,GeminiD1,156,135,291,0.54,0.46
CE_Z03_2GEM,Ceres,GeminiD2,140,104,244,0.57,0.43
CE_Z03_3GEM,Ceres,GeminiD3,158,141,299,0.53,0.47
CE_Z04_1CAN,Ceres,CancerD1,130,117,247,0.53,0.47
CE_Z04_2CAN,Ceres,CancerD2,111,105,216,0.51,0.49
CE_Z04_3CAN,Ceres,CancerD3,105,90,195,0.54,0.46
CE_Z05_1LEO,Ceres,LeoD1,138,100,238,0.58,0.42
CE_Z05_2LEO,Ceres,LeoD2,150,136,286,0.52,0.48
CE_Z05_3LEO,Ceres,LeoD1,68,80,148,0.46,0.54
CE_Z06_1VIR,Ceres,VirgoD1,151,122,273,0.55,0.45
CE_Z06_2VIR,Ceres,VirgoD2,103,97,200,0.52,0.48
CE_Z06_3VIR,Ceres,VirgoD3,111,98,209,0.53,0.47
CE_Z07_1LIB,Ceres,LibraD1,124,115,239,0.52,0.48
CE_Z07_2LIB,Ceres,LibraD2,96,70,166,0.58,0.42
CE_Z07_3LIB,Ceres,LibraD3,150,145,295,0.51,0.49
CE_Z08_1SCO,Ceres,ScorpioD1,119,102,221,0.54,0.46
CE_Z08_2SCO,Ceres,ScorpioD2,111,110,221,0.5,0.5
CE_Z08_3SCO,Ceres,ScorpioD3,100,98,198,0.51,0.49
CE_Z09_1SAG,Ceres,SagittariusD1,180,132,312,0.58,0.42
CE_Z09_2SAG,Ceres,SagittariusD2,144,123,267,0.54,0.46
CE_Z09_3SAG,Ceres,SagittariusD3,184,136,320,0.58,0.42
CE_Z10_1CAP,Ceres,CapricornD1,137,157,294,0.47,0.53
CE_Z10_2CAP,Ceres,CapricornD2,109,112,221,0.49,0.51
CE_Z10_3CAP,Ceres,CapricornD3,184,126,310,0.59,0.41
CE_Z11_1AQU,Ceres,AquariusD1,158,162,320,0.49,0.51
CE_Z11_2AQU,Ceres,AquariusD2,128,113,241,0.53,0.47
CE_Z11_3AQU,Ceres,AquariusD3,140,134,274,0.51,0.49
CE_Z12_1PIS,Ceres,PiscesD1,160,147,307,0.52,0.48
CE_Z12_2PIS,Ceres,PiscesD2,185,161,346,0.53,0.47
CE_Z12_3PIS,Ceres,PiscesD3,180,118,298,0.6,0.4
CH_Z01_1ARI,Chiron,AriesD1,422,321,743,0.57,0.43
CH_Z01_2ARI,Chiron,AriesD2,192,168,360,0.53,0.47
CH_Z03_1GEM,Chiron,GeminiD1,0,4,4,0,1
CH_Z03_2GEM,Chiron,GeminiD2,127,98,225,0.56,0.44
CH_Z03_3GEM,Chiron,GeminiD3,189,155,344,0.55,0.45
CH_Z04_1CAN,Chiron,CancerD1,140,127,267,0.52,0.48
CH_Z04_2CAN,Chiron,CancerD2,154,105,259,0.59,0.41
CH_Z04_3CAN,Chiron,CancerD3,138,114,252,0.55,0.45
CH_Z05_1LEO,Chiron,LeoD1,124,122,246,0.5,0.5
CH_Z05_2LEO,Chiron,LeoD2,76,65,141,0.54,0.46
CH_Z05_3LEO,Chiron,LeoD1,73,79,152,0.48,0.52
CH_Z06_1VIR,Chiron,VirgoD1,118,113,231,0.51,0.49
CH_Z06_2VIR,Chiron,VirgoD2,29,27,56,0.52,0.48
CH_Z06_3VIR,Chiron,VirgoD3,127,94,221,0.57,0.43
CH_Z07_1LIB,Chiron,LibraD1,59,61,120,0.49,0.51
CH_Z07_2LIB,Chiron,LibraD2,86,71,157,0.55,0.45
CH_Z07_3LIB,Chiron,LibraD3,93,65,158,0.59,0.41
CH_Z08_1SCO,Chiron,ScorpioD1,65,55,120,0.54,0.46
CH_Z08_2SCO,Chiron,ScorpioD2,133,99,232,0.57,0.43
CH_Z08_3SCO,Chiron,ScorpioD3,79,54,133,0.59,0.41
CH_Z09_1SAG,Chiron,SagittariusD1,78,82,160,0.49,0.51
CH_Z09_2SAG,Chiron,SagittariusD2,104,143,247,0.42,0.58
CH_Z09_3SAG,Chiron,SagittariusD3,125,124,249,0.5,0.5
CH_Z10_1CAP,Chiron,CapricornD1,121,140,261,0.46,0.54
CH_Z10_2CAP,Chiron,CapricornD2,139,128,267,0.52,0.48
CH_Z10_3CAP,Chiron,CapricornD3,178,186,364,0.49,0.51
CH_Z11_1AQU,Chiron,AquariusD1,208,190,398,0.52,0.48
CH_Z11_2AQU,Chiron,AquariusD2,210,225,435,0.48,0.52
CH_Z11_3AQU,Chiron,AquariusD3,302,216,518,0.58,0.42
CH_Z12_1PIS,Chiron,PiscesD1,311,334,645,0.48,0.52
CH_Z12_2PIS,Chiron,PiscesD2,330,270,600,0.55,0.45
CH_Z12_3PIS,Chiron,PiscesD3,394,330,724,0.54,0.46
JN_Z01_1ARI,Juno,AriesD1,128,91,219,0.58,0.42
JN_Z01_2ARI,Juno,AriesD2,100,81,181,0.55,0.45
JN_Z01_3ARI,Juno,AriesD3,52,52,104,0.5,0.5
JN_Z02_1TAU,Juno,TaurusD1,59,46,105,0.56,0.44
JN_Z02_2TAU,Juno,TaurusD2,62,46,108,0.57,0.43
JN_Z02_3TAU,Juno,TaurusD3,98,90,188,0.52,0.48
JN_Z03_1GEM,Juno,GeminiD1,68,55,123,0.55,0.45
