PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a120,1,61,-0.005,0.037,0,-0.003,0.024,-0.13,0.115,0.245,-0.303,2.554,0.005
CE_JU_a90,1,49,0.004,0.091,-0.001,-0.006,0.046,-0.13,0.519,0.649,3.675,18.622,0.013
CE_PA_a30,1,305,0.003,0.044,-0.001,0.001,0.032,-0.11,0.342,0.451,1.649,10.994,0.003
CE_PH_a36,1,95,-0.005,0.063,-0.007,-0.009,0.023,-0.102,0.519,0.621,5.964,47.321,0.006
CE_UR_a150,1,58,0.008,0.074,0.003,0.002,0.023,-0.086,0.519,0.605,5.472,35.402,0.01
CH_UR_a30,1,1990,0.003,0.056,-0.001,0.001,0.029,-0.48,0.973,1.452,3.526,60.457,0.001
JN_NE_a135,1,33,-0.014,0.031,-0.007,-0.013,0.021,-0.086,0.039,0.126,-0.602,-0.061,0.005
JN_NN_a90,1,33,0.005,0.029,0.002,0.005,0.026,-0.086,0.062,0.148,-0.458,1.198,0.005
JN_PH_a150,1,66,0.001,0.028,0,0.003,0.018,-0.086,0.055,0.141,-0.756,1.481,0.004
JN_SN_a90,1,33,0.005,0.029,0.002,0.005,0.026,-0.086,0.062,0.148,-0.458,1.198,0.005
JU_CH_a150,1,154,0.017,0.075,0.006,0.011,0.035,-0.382,0.519,0.901,1.612,17.998,0.006
JU_UR_a120,1,86,-0.001,0.078,-0.004,-0.003,0.027,-0.382,0.519,0.901,2.093,26.989,0.008
MA_NE_a90,1,45,0.008,0.086,-0.007,-0.003,0.034,-0.086,0.519,0.605,4.615,24.941,0.013
MA_NN_a45,1,50,0.007,0.095,-0.009,-0.007,0.038,-0.115,0.519,0.634,3.551,15.667,0.013
MA_PL_a36,1,50,0.002,0.033,0.001,0.003,0.03,-0.086,0.066,0.152,-0.411,0.116,0.005
MA_SN_a135,1,50,0.007,0.095,-0.009,-0.007,0.038,-0.115,0.519,0.634,3.551,15.667,0.013
ME_JN_a90,1,68,-0.004,0.037,-0.006,-0.006,0.025,-0.086,0.132,0.219,0.839,2.397,0.004
ME_VE_a36,1,147,0.009,0.073,-0.003,-0.001,0.033,-0.086,0.519,0.605,3.924,21.3,0.006
ME_VS_a30,1,47,0.001,0.048,0.008,0,0.046,-0.099,0.135,0.233,0.089,0.088,0.007
MO_ME_a72,1,165,0.004,0.045,0,0.003,0.03,-0.108,0.259,0.367,1.175,6.253,0.003
MO_PL_a150,1,172,-0.002,0.042,-0.004,-0.004,0.031,-0.115,0.13,0.245,0.509,1.201,0.003
MO_SU_a45,1,163,0.007,0.09,0,0.001,0.036,-0.175,0.973,1.148,7.595,79.173,0.007
MO_VE_a36,1,168,0.008,0.051,0,0.005,0.033,-0.117,0.346,0.463,2.769,16.241,0.004
NN_CH_a144,1,189,0.006,0.073,0,0.002,0.041,-0.382,0.519,0.901,1.52,16.954,0.005
NN_NE_a135,1,119,-0.007,0.076,-0.008,-0.009,0.044,-0.382,0.519,0.901,1.822,21.362,0.007
NN_PH_a60,1,25,-0.009,0.14,-0.023,-0.018,0.058,-0.382,0.519,0.901,1.406,7.203,0.028
NN_SA_a30,1,20,-0.011,0.155,-0.028,-0.02,0.058,-0.382,0.519,0.901,1.313,5.561,0.035
NN_SN_a180,1,2378,0.003,0.054,-0.001,0,0.029,-0.48,0.973,1.452,3.476,59.741,0.001
PA_UR_a180,1,57,0.004,0.026,0.005,0.004,0.02,-0.086,0.059,0.145,-0.244,1.172,0.004
SA_PH_a30,1,109,0.009,0.085,0,0.003,0.034,-0.382,0.519,0.901,1.874,15.878,0.008
SA_UR_a144,1,53,-0.008,0.097,-0.007,-0.012,0.026,-0.382,0.519,0.901,1.962,17.868,0.013
SN_CH_a36,1,189,0.006,0.073,0,0.002,0.041,-0.382,0.519,0.901,1.52,16.954,0.005
SN_NE_a45,1,119,-0.007,0.076,-0.008,-0.009,0.044,-0.382,0.519,0.901,1.822,21.362,0.007
SN_PH_a120,1,25,-0.009,0.14,-0.023,-0.018,0.058,-0.382,0.519,0.901,1.406,7.203,0.028
SN_SA_a150,1,20,-0.011,0.155,-0.028,-0.02,0.058,-0.382,0.519,0.901,1.313,5.561,0.035
SU_JU_a45,1,67,0.006,0.076,-0.002,-0.001,0.024,-0.175,0.519,0.694,4.512,29.11,0.009
SU_PL_a103,1,56,-0.006,0.026,-0.004,-0.005,0.018,-0.086,0.068,0.154,-0.248,1.915,0.004
VE_PA_a30,1,70,-0.012,0.042,-0.007,-0.011,0.032,-0.115,0.092,0.207,-0.017,0.532,0.005
VE_SA_a60,1,61,0.001,0.036,-0.001,0.002,0.029,-0.097,0.08,0.177,-0.371,0.332,0.005
VS_JN_a120,1,97,-0.007,0.076,-0.007,-0.008,0.032,-0.382,0.519,0.901,2.114,26.285,0.008
VS_NE_a103,1,34,-0.009,0.121,-0.002,-0.011,0.039,-0.382,0.519,0.901,1.493,10.249,0.021
VS_NN_a30,1,47,0.01,0.04,0.009,0.01,0.031,-0.086,0.123,0.21,0.093,0.314,0.006
VS_PA_a36,1,50,-0.003,0.106,-0.012,-0.01,0.044,-0.382,0.519,0.901,1.559,12.211,0.015
VS_PH_a30,1,29,-0.007,0.062,-0.007,-0.006,0.054,-0.163,0.097,0.259,-0.192,-0.362,0.011
VS_SN_a150,1,47,0.01,0.04,0.009,0.01,0.031,-0.086,0.123,0.21,0.093,0.314,0.006
VS_UR_a144,1,20,-0.016,0.066,-0.022,-0.014,0.075,-0.163,0.097,0.259,-0.214,-0.77,0.015
MO_JU_a0,1,91,0.002,0.045,-0.002,0.001,0.033,-0.117,0.18,0.297,0.68,2.139,0.005
VE_JU_a36,1,82,-0.003,0.045,0.001,-0.001,0.034,-0.119,0.135,0.254,-0.318,0.702,0.005
MO_CE_a90,1,174,0,0.046,-0.004,-0.002,0.024,-0.219,0.274,0.494,1.059,10.553,0.003
MO_CH_a150,1,174,-0.005,0.052,-0.003,-0.003,0.03,-0.382,0.142,0.524,-2.359,16.269,0.004
MO_UR_a120,1,174,-0.002,0.037,-0.002,-0.001,0.027,-0.216,0.082,0.297,-1.189,6.169,0.003
MO_PA_a60,1,176,0.004,0.053,0,0.003,0.028,-0.219,0.307,0.527,1.345,10.002,0.004
MO_PL_a144,1,174,-0.004,0.037,-0.004,-0.004,0.029,-0.102,0.13,0.232,0.267,0.8,0.003
MO_VE_a30,1,167,0.011,0.052,0.002,0.006,0.026,-0.117,0.346,0.463,3.034,16.088,0.004
VE_NN_a30,1,56,0.014,0.052,0.008,0.011,0.034,-0.126,0.163,0.289,0.555,1.371,0.007
VE_SN_a150,1,56,0.014,0.052,0.008,0.011,0.034,-0.126,0.163,0.289,0.555,1.371,0.007
MO_SA_a90,1,178,0.002,0.043,0.001,0.002,0.024,-0.191,0.194,0.385,0.312,5.838,0.003
