PlanetTriplicity,Planet,Triplicity,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,106,112,218,0.49,0.51
CE_FIX,Ceres,Fixed,240,234,474,0.51,0.49
CE_MUT,Ceres,Mutable,321,329,650,0.49,0.51
CH_CAR,Chiron,Cardinal,436,442,878,0.5,0.5
CH_MUT,Chiron,Mutable,231,233,464,0.5,0.5
JN_CAR,Juno,Cardinal,310,332,642,0.48,0.52
JN_FIX,Juno,Fixed,204,214,418,0.49,0.51
JN_MUT,Juno,Mutable,153,129,282,0.54,0.46
JU_CAR,Jupiter,Cardinal,259,249,508,0.51,0.49
JU_FIX,Jupiter,Fixed,227,218,445,0.51,0.49
JU_MUT,Jupiter,Mutable,181,208,389,0.47,0.53
MA_CAR,Mars,Cardinal,271,280,551,0.49,0.51
MA_FIX,Mars,Fixed,242,221,463,0.52,0.48
MA_MUT,Mars,Mutable,154,174,328,0.47,0.53
ME_CAR,Mercury,Cardinal,204,208,412,0.5,0.5
ME_FIX,Mercury,Fixed,222,245,467,0.48,0.52
ME_MUT,Mercury,Mutable,241,222,463,0.52,0.48
MO_CAR,Moon,Cardinal,226,225,451,0.5,0.5
MO_FIX,Moon,Fixed,214,233,447,0.48,0.52
MO_MUT,Moon,Mutable,227,217,444,0.51,0.49
NE_MUT,Neptune,Mutable,667,675,1342,0.5,0.5
NN_CAR,NNode,Cardinal,279,287,566,0.49,0.51
NN_FIX,NNode,Fixed,263,267,530,0.5,0.5
NN_MUT,NNode,Mutable,125,121,246,0.51,0.49
PA_CAR,Pallas,Cardinal,363,358,721,0.5,0.5
PA_FIX,Pallas,Fixed,205,231,436,0.47,0.53
PA_MUT,Pallas,Mutable,99,86,185,0.54,0.46
PH_CAR,Pholus,Cardinal,425,422,847,0.5,0.5
PH_MUT,Pholus,Mutable,242,253,495,0.49,0.51
PL_CAR,Pluto,Cardinal,667,675,1342,0.5,0.5
SA_CAR,Saturn,Cardinal,488,501,989,0.49,0.51
SA_FIX,Saturn,Fixed,84,69,153,0.55,0.45
SA_MUT,Saturn,Mutable,95,105,200,0.48,0.52
SN_CAR,SNode,Cardinal,279,287,566,0.49,0.51
SN_FIX,SNode,Fixed,263,267,530,0.5,0.5
SN_MUT,SNode,Mutable,125,121,246,0.51,0.49
SU_CAR,Sun,Cardinal,243,210,453,0.54,0.46
SU_FIX,Sun,Fixed,216,230,446,0.48,0.52
SU_MUT,Sun,Mutable,208,235,443,0.47,0.53
UR_CAR,Uranus,Cardinal,232,234,466,0.5,0.5
UR_FIX,Uranus,Fixed,435,441,876,0.5,0.5
VE_CAR,Venus,Cardinal,204,219,423,0.48,0.52
VE_FIX,Venus,Fixed,232,215,447,0.52,0.48
VE_MUT,Venus,Mutable,231,241,472,0.49,0.51
VS_CAR,Vesta,Cardinal,165,176,341,0.48,0.52
VS_FIX,Vesta,Fixed,247,274,521,0.47,0.53
VS_MUT,Vesta,Mutable,255,225,480,0.53,0.47
